iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
22,22,0,0.0,1,22,0,1.0
16,38,0,0.0,2,38,0,0.9901493354116764
35,73,0,0.0,3,70,3,0.9803966865736877
23,96,0,0.0,4,93,3,0.970741078213023
10,106,0,0.0,5,103,3,0.9611815447608
31,137,0,0.0,6,132,5,0.9517171302557069
11,148,0,0.0,7,143,5,0.9423468882484062
29,177,0,0.0,8,169,8,0.9330698817068888
61,238,0,0.0,9,225,13,0.9238851829227694
33,271,0,0.0,10,255,16,0.9147918734185159
48,319,0,0.0,11,300,19,0.9057890438555999
99,418,0,0.0,12,384,34,0.896875793943563
62,480,0,0.0,13,438,42,0.888051232349986
15,495,0,0.0,14,451,44,0.8793144766113556
25,520,0,0.0,15,473,47,0.8706646530448178
39,559,0,0.0,16,512,47,0.8621008966608072
19,578,0,0.0,17,529,49,0.8536223510765493
21,599,0,0.0,18,547,52,0.8452281684304199
54,653,0,0.0,19,592,61,0.8369175092971592
94,747,0,0.0,20,667,80,0.8286895426039287
34,781,0,0.0,21,695,86,0.820543445547202
25,806,0,0.0,22,715,91,0.8124784035104852
8,814,0,0.0,23,722,92,0.8044936099828537
24,838,0,0.0,24,739,99,0.7965882664783007
81,919,0,0.0,25,798,121,0.7887615824558879
77,996,0,0.0,26,857,139,0.7810127752406908
81,1077,0,0.0,27,915,162,0.7733410699455306
43,1120,0,0.0,28,944,176,0.7657456993934846
38,1158,0,0.0,29,974,184,0.7582259040411682
100,1258,0,0.0,30,1037,221,0.7507809319027796
90,1348,0,0.0,31,1098,250,0.7434100384749007
100,1448,0,0.0,32,1172,276,0.7361124866620463
95,1543,0,0.0,33,1245,298,0.7288875467029541
32,1575,0,0.0,34,1268,307,0.7217344960976069
82,1657,0,0.0,35,1328,329,0.7146526195349836
100,1757,0,0.0,36,1396,361,0.7076412088215263
100,1857,0,0.0,37,1464,393,0.7006995628103208
36,1893,0,0.0,38,1488,405,0.6938269873309811
8,1901,0,0.0,39,1495,406,0.6870227951202322
39,1940,0,0.0,40,1521,419,0.680286305753183
100,2040,0,0.0,41,1589,451,0.6736168455752829
100,2140,0,0.0,42,1654,486,0.6670137476349562
68,2208,0,0.0,43,1697,511,0.6604763516169062
55,2263,0,0.0,44,1732,531,0.6540040037760834
24,2287,0,0.0,45,1750,537,0.64759605687231
89,2376,0,0.0,46,1802,574,0.6412518701055556
49,2425,0,0.0,47,1837,588,0.6349708090518567
100,2525,0,0.0,48,1906,619,0.6287522455998737
50,2575,0,0.0,49,1944,631,0.6225955578880794
82,2657,0,0.0,50,1996,661,0.616500130242572
100,2757,0,0.0,51,2058,699,0.6104653531155071
53,2810,0,0.0,52,2093,717,0.6044906230241432
98,2908,0,0.0,53,2153,755,0.5985753424904925
100,3008,0,0.0,54,2218,790,0.5927189199815717
100,3108,0,0.0,55,2276,832,0.5869207698502498
100,3208,0,0.0,56,2327,881,0.5811803122766818
100,3308,0,0.0,57,2386,922,0.5754969732103268
83,3391,0,0.0,58,2425,966,0.5698701843125418
100,3491,0,0.0,59,2480,1011,0.564299382899748
100,3591,0,0.0,60,2536,1055,0.558784011887162
85,3676,0,0.0,61,2584,1092,0.5533235197330862
17,3693,0,0.0,62,2598,1095,0.5479173603837548
50,3743,0,0.0,63,2625,1118,0.5425649932187278
100,3843,0,0.0,64,2678,1165,0.5372658829968282
100,3943,0,0.0,65,2728,1215,0.5320194998026181
83,4026,0,0.0,66,2774,1252,0.5268253189934059
32,4058,0,0.0,67,2791,1267,0.5216828211467822
87,4145,0,0.0,68,2844,1301,0.516591492008677
87,4232,0,0.0,69,2890,1342,0.5115508224419336
11,4243,0,0.0,70,2898,1345,0.5065603083753949
100,4343,0,0.0,71,2949,1394,0.5016194507534953
76,4419,0,0.0,72,2988,1431,0.49672775548635545
100,4519,0,0.0,73,3042,1477,0.491884733400372
26,4545,0,0.0,74,3055,1490,0.48708990018930043
20,4565,0,0.0,75,3064,1501,0.48234277636582407
100,4665,0,0.0,76,3108,1557,0.47764288721360454
100,4765,0,0.0,77,3159,1606,0.47298976273981014
100,4865,0,0.0,78,3201,1664,0.4683829376281158
89,4954,0,0.0,79,3243,1711,0.4638219511921713
100,5054,0,0.0,80,3286,1768,0.4593063473295323
91,5145,0,0.0,81,3332,1813,0.45483567447604933
100,5245,0,0.0,82,3379,1866,0.4504094855607117
100,5345,0,0.0,83,3428,1917,0.44602733796093924
92,5437,0,0.0,84,3464,1973,0.4416887934583202
100,5537,0,0.0,85,3515,2022,0.43739341819478894
100,5637,0,0.0,86,3563,2074,0.43314078262923944
100,5737,0,0.0,87,3604,2133,0.4289304614945713
72,5809,0,0.0,88,3631,2178,0.42476203375516264
86,5895,0,0.0,89,3672,2223,0.42063508256476556
100,5995,0,0.0,90,3721,2274,0.41654919522482203
59,6054,0,0.0,91,3745,2309,0.4125039631431931
60,6114,0,0.0,92,3766,2348,0.40849898179329963
80,6194,0,0.0,93,3797,2397,0.404533850673669
100,6294,0,0.0,94,3840,2454,0.40060817326788506
77,6371,0,0.0,95,3874,2497,0.3967215570049359
62,6433,0,0.0,96,3903,2530,0.3928736132199562
40,6473,0,0.0,97,3921,2552,0.38906395711536096
100,6573,0,0.0,98,3961,2612,0.38529220772236483
100,6673,0,0.0,99,3995,2678,0.3815579878628856
100,6773,0,0.0,100,4037,2736,0.37786092411182526
100,6873,0,0.0,101,4084,2789,0.3742006467597279
100,6973,0,0.0,102,4119,2854,0.3705767897758081
95,7068,0,0.0,103,4152,2916,0.3669889907713475
60,7128,0,0.0,104,4175,2953,0.36343689096345594
100,7228,0,0.0,105,4218,3010,0.35992013513919235
68,7296,0,0.0,106,4239,3057,0.35643837162004377
100,7396,0,0.0,107,4273,3123,0.3529912522267568
100,7496,0,0.0,108,4313,3183,0.34957843224451957
100,7596,0,0.0,109,4342,3254,0.34619957038848975
100,7696,0,0.0,110,4378,3318,0.34285432876966604
81,7777,0,0.0,111,4411,3366,0.3395423728610988
100,7877,0,0.0,112,4443,3434,0.3362633714644372
71,7948,0,0.0,113,4468,3480,0.33301699667680906
100,8048,0,0.0,114,4498,3550,0.3298029238580304
66,8114,0,0.0,115,4515,3599,0.3266208315981408
100,8214,0,0.0,116,4547,3667,0.32347040168526264
100,8314,0,0.0,117,4571,3743,0.3203513190737793
56,8370,0,0.0,118,4590,3780,0.3172632718528302
100,8470,0,0.0,119,4613,3857,0.31420595121511996
100,8570,0,0.0,120,4654,3916,0.311179051426037
100,8670,0,0.0,121,4687,3983,0.3081822697930801
81,8751,0,0.0,122,4714,4037,0.3052153066355885
100,8851,0,0.0,123,4743,4108,0.30227786525477407
100,8951,0,0.0,124,4766,4185,0.29936965190405085
100,9051,0,0.0,125,4788,4263,0.29649037575966014
79,9130,0,0.0,126,4819,4311,0.29363974889158817
89,9219,0,0.0,127,4841,4378,0.2908174862347727
100,9319,0,0.0,128,4867,4452,0.28802330556059597
100,9419,0,0.0,129,4897,4522,0.2852569274486622
100,9519,0,0.0,130,4923,4596,0.2825180752588548
50,9569,0,0.0,131,4939,4630,0.27980647510367246
100,9669,0,0.0,132,4968,4701,0.2771218558208399
100,9769,0,0.0,133,4993,4776,0.27446394894619186
100,9869,0,0.0,134,5019,4850,0.27183248868682575
