iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep
36,36,0,0.0,1,24,12
76,112,0,0.0,2,80,32
76,188,0,0.0,3,142,46
79,267,0,0.0,4,203,64
22,289,0,0.0,5,219,70
61,350,0,0.0,6,265,85
62,412,0,0.0,7,323,89
8,420,0,0.0,8,331,89
31,451,0,0.0,9,357,94
85,536,0,0.0,10,422,114
26,562,0,0.0,11,444,118
12,574,0,0.0,12,451,123
9,583,0,0.0,13,458,125
35,618,0,0.0,14,488,130
13,631,0,0.0,15,500,131
28,659,0,0.0,16,521,138
22,681,0,0.0,17,540,141
94,775,0,0.0,18,614,161
19,794,0,0.0,19,629,165
16,810,0,0.0,20,643,167
32,842,0,0.0,21,672,170
18,860,0,0.0,22,687,173
31,891,0,0.0,23,713,178
9,900,0,0.0,24,719,181
12,912,0,0.0,25,728,184
16,928,0,0.0,26,735,193
48,976,0,0.0,27,772,204
27,1003,0,0.0,28,795,208
28,1031,0,0.0,29,820,211
29,1060,0,0.0,30,843,217
20,1080,0,0.0,31,860,220
29,1109,0,0.0,32,879,230
16,1125,0,0.0,33,891,234
17,1142,0,0.0,34,907,235
48,1190,0,0.0,35,943,247
13,1203,0,0.0,36,954,249
13,1216,0,0.0,37,965,251
27,1243,0,0.0,38,988,255
14,1257,0,0.0,39,1002,255
24,1281,0,0.0,40,1020,261
20,1301,0,0.0,41,1037,264
61,1362,0,0.0,42,1084,278
31,1393,0,0.0,43,1107,286
16,1409,0,0.0,44,1120,289
46,1455,0,0.0,45,1151,304
35,1490,0,0.0,46,1183,307
14,1504,0,0.0,47,1195,309
28,1532,0,0.0,48,1216,316
18,1550,0,0.0,49,1232,318
36,1586,0,0.0,50,1261,325
35,1621,0,0.0,51,1290,331
16,1637,0,0.0,52,1304,333
21,1658,0,0.0,53,1321,337
20,1678,0,0.0,54,1337,341
10,1688,0,0.0,55,1346,342
100,1788,0,0.0,56,1427,361
62,1850,0,0.0,57,1477,373
43,1893,0,0.0,58,1510,383
21,1914,0,0.0,59,1529,385
32,1946,0,0.0,60,1557,389
14,1960,0,0.0,61,1568,392
26,1986,0,0.0,62,1590,396
15,2001,0,0.0,63,1600,401
39,2040,0,0.0,64,1630,410
12,2052,0,0.0,65,1641,411
25,2077,0,0.0,66,1658,419
26,2103,0,0.0,67,1682,421
66,2169,1,1.0,68,1734,435
12,2181,1,0.0,69,1736,445
21,2202,1,0.0,70,1738,464
27,2229,1,0.0,71,1744,485
5,2234,1,0.0,72,1745,489
40,2274,1,0.0,73,1752,522
42,2316,1,0.0,74,1766,550
100,2416,1,0.0,75,1784,632
19,2435,1,0.0,76,1788,647
55,2490,1,0.0,77,1799,691
24,2514,1,0.0,78,1800,714
24,2538,1,0.0,79,1803,735
31,2569,1,0.0,80,1807,762
22,2591,1,0.0,81,1814,777
20,2611,1,0.0,82,1818,793
26,2637,1,0.0,83,1824,813
26,2663,1,0.0,84,1830,833
21,2684,1,0.0,85,1833,851
35,2719,1,0.0,86,1834,885
43,2762,1,0.0,87,1842,920
12,2774,1,0.0,88,1848,926
19,2793,1,0.0,89,1850,943
32,2825,1,0.0,90,1857,968
48,2873,1,0.0,91,1868,1005
47,2920,1,0.0,92,1878,1042
25,2945,1,0.0,93,1887,1058
10,2955,1,0.0,94,1888,1067
12,2967,1,0.0,95,1890,1077
71,3038,1,0.0,96,1910,1128
70,3108,1,0.0,97,1930,1178
9,3117,1,0.0,98,1934,1183
97,3214,1,0.0,99,1962,1252
20,3234,1,0.0,100,1966,1268
14,3248,1,0.0,101,1971,1277
33,3281,1,0.0,102,1981,1300
14,3295,1,0.0,103,1982,1313
38,3333,1,0.0,104,1989,1344
43,3376,1,0.0,105,1999,1377
34,3410,1,0.0,106,2005,1405
100,3510,1,0.0,107,2026,1484
13,3523,1,0.0,108,2029,1494
25,3548,1,0.0,109,2032,1516
16,3564,1,0.0,110,2036,1528
14,3578,1,0.0,111,2039,1539
39,3617,1,0.0,112,2045,1572
26,3643,1,0.0,113,2050,1593
6,3649,1,0.0,114,2053,1596
9,3658,1,0.0,115,2055,1603
64,3722,1,0.0,116,2061,1661
68,3790,1,0.0,117,2074,1716
12,3802,1,0.0,118,2076,1726
32,3834,1,0.0,119,2084,1750
38,3872,1,0.0,120,2092,1780
25,3897,1,0.0,121,2099,1798
58,3955,1,0.0,122,2112,1843
10,3965,1,0.0,123,2112,1853
13,3978,1,0.0,124,2116,1862
31,4009,1,0.0,125,2123,1886
24,4033,1,0.0,126,2129,1904
29,4062,1,0.0,127,2133,1929
23,4085,1,0.0,128,2136,1949
10,4095,1,0.0,129,2139,1956
15,4110,1,0.0,130,2141,1969
69,4179,1,0.0,131,2156,2023
33,4212,1,0.0,132,2166,2046
18,4230,1,0.0,133,2170,2060
29,4259,1,0.0,134,2175,2084
40,4299,1,0.0,135,2185,2114
16,4315,1,0.0,136,2189,2126
13,4328,1,0.0,137,2190,2138
28,4356,1,0.0,138,2197,2159
35,4391,1,0.0,139,2211,2180
7,4398,1,0.0,140,2213,2185
13,4411,1,0.0,141,2218,2193
54,4465,1,0.0,142,2233,2232
78,4543,1,0.0,143,2247,2296
36,4579,1,0.0,144,2251,2328
9,4588,1,0.0,145,2253,2335
12,4600,1,0.0,146,2254,2346
15,4615,1,0.0,147,2257,2358
28,4643,1,0.0,148,2264,2379
30,4673,1,0.0,149,2268,2405
22,4695,1,0.0,150,2274,2421
42,4737,1,0.0,151,2283,2454
24,4761,1,0.0,152,2289,2472
32,4793,1,0.0,153,2296,2497
10,4803,1,0.0,154,2298,2505
32,4835,1,0.0,155,2305,2530
5,4840,1,0.0,156,2308,2532
9,4849,1,0.0,157,2309,2540
36,4885,1,0.0,158,2314,2571
26,4911,1,0.0,159,2320,2591
18,4929,1,0.0,160,2326,2603
84,5013,1,0.0,161,2341,2672
19,5032,1,0.0,162,2344,2688
34,5066,1,0.0,163,2349,2717
73,5139,1,0.0,164,2360,2779
26,5165,1,0.0,165,2373,2792
17,5182,1,0.0,166,2377,2805
71,5253,1,0.0,167,2390,2863
47,5300,1,0.0,168,2402,2898
15,5315,1,0.0,169,2407,2908
23,5338,1,0.0,170,2411,2927
18,5356,1,0.0,171,2414,2942
39,5395,1,0.0,172,2422,2973
30,5425,1,0.0,173,2426,2999
24,5449,1,0.0,174,2431,3018
24,5473,1,0.0,175,2438,3035
67,5540,1,0.0,176,2452,3088
20,5560,1,0.0,177,2457,3103
10,5570,1,0.0,178,2459,3111
76,5646,1,0.0,179,2478,3168
17,5663,1,0.0,180,2483,3180
7,5670,1,0.0,181,2485,3185
14,5684,1,0.0,182,2486,3198
26,5710,1,0.0,183,2490,3220
14,5724,1,0.0,184,2492,3232
100,5824,1,0.0,185,2516,3308
48,5872,1,0.0,186,2531,3341
16,5888,1,0.0,187,2534,3354
20,5908,1,0.0,188,2537,3371
7,5915,1,0.0,189,2538,3377
65,5980,1,0.0,190,2551,3429
19,5999,1,0.0,191,2556,3443
16,6015,1,0.0,192,2558,3457
20,6035,1,0.0,193,2562,3473
38,6073,1,0.0,194,2571,3502
36,6109,1,0.0,195,2576,3533
38,6147,1,0.0,196,2584,3563
35,6182,1,0.0,197,2592,3590
32,6214,1,0.0,198,2598,3616
61,6275,1,0.0,199,2608,3667
26,6301,1,0.0,200,2613,3688
84,6385,1,0.0,201,2632,3753
57,6442,1,0.0,202,2641,3801
36,6478,1,0.0,203,2649,3829
83,6561,1,0.0,204,2662,3899
41,6602,1,0.0,205,2671,3931
26,6628,1,0.0,206,2680,3948
11,6639,1,0.0,207,2682,3957
18,6657,1,0.0,208,2685,3972
19,6676,1,0.0,209,2689,3987
39,6715,1,0.0,210,2700,4015
34,6749,1,0.0,211,2710,4039
41,6790,1,0.0,212,2722,4068
42,6832,1,0.0,213,2730,4102
19,6851,1,0.0,214,2734,4117
14,6865,1,0.0,215,2736,4129
35,6900,1,0.0,216,2740,4160
15,6915,1,0.0,217,2746,4169
31,6946,1,0.0,218,2755,4191
35,6981,1,0.0,219,2764,4217
22,7003,1,0.0,220,2769,4234
11,7014,1,0.0,221,2771,4243
31,7045,1,0.0,222,2776,4269
39,7084,1,0.0,223,2784,4300
13,7097,1,0.0,224,2785,4312
12,7109,1,0.0,225,2786,4323
20,7129,1,0.0,226,2788,4341
47,7176,1,0.0,227,2800,4376
25,7201,1,0.0,228,2808,4393
38,7239,1,0.0,229,2814,4425
32,7271,1,0.0,230,2822,4449
20,7291,1,0.0,231,2827,4464
12,7303,1,0.0,232,2830,4473
16,7319,1,0.0,233,2832,4487
43,7362,1,0.0,234,2844,4518
16,7378,1,0.0,235,2848,4530
24,7402,1,0.0,236,2853,4549
8,7410,1,0.0,237,2853,4557
16,7426,1,0.0,238,2858,4568
100,7526,1,0.0,239,2879,4647
42,7568,1,0.0,240,2889,4679
66,7634,1,0.0,241,2906,4728
13,7647,1,0.0,242,2910,4737
25,7672,1,0.0,243,2917,4755
33,7705,1,0.0,244,2926,4779
23,7728,1,0.0,245,2931,4797
31,7759,1,0.0,246,2936,4823
22,7781,1,0.0,247,2940,4841
12,7793,1,0.0,248,2944,4849
7,7800,1,0.0,249,2946,4854
22,7822,1,0.0,250,2951,4871
20,7842,1,0.0,251,2955,4887
16,7858,1,0.0,252,2958,4900
52,7910,1,0.0,253,2976,4934
21,7931,1,0.0,254,2982,4949
31,7962,1,0.0,255,2989,4973
58,8020,1,0.0,256,3006,5014
76,8096,1,0.0,257,3029,5067
10,8106,1,0.0,258,3033,5073
29,8135,1,0.0,259,3038,5097
60,8195,1,0.0,260,3046,5149
26,8221,1,0.0,261,3050,5171
38,8259,1,0.0,262,3064,5195
10,8269,1,0.0,263,3067,5202
11,8280,1,0.0,264,3071,5209
30,8310,1,0.0,265,3080,5230
98,8408,1,0.0,266,3098,5310
5,8413,1,0.0,267,3098,5315
14,8427,1,0.0,268,3103,5324
26,8453,1,0.0,269,3111,5342
16,8469,1,0.0,270,3112,5357
48,8517,1,0.0,271,3113,5404
9,8526,1,0.0,272,3115,5411
24,8550,1,0.0,273,3121,5429
17,8567,1,0.0,274,3122,5445
7,8574,1,0.0,275,3123,5451
23,8597,1,0.0,276,3129,5468
