iteration,successes,reward_episode,episode_count,random_act,timestep,epsilon
101,101,202,1,101,0,1.0
101,202,202,2,201,1,0.9901493354116764
101,303,202,3,300,3,0.9803966865736877
101,404,202,4,398,6,0.970741078213023
101,505,202,5,493,12,0.9611815447608
101,606,202,6,589,17,0.9517171302557069
101,707,202,7,681,26,0.9423468882484062
101,808,202,8,774,34,0.9330698817068888
101,909,202,9,868,41,0.9238851829227694
101,1010,202,10,959,51,0.9147918734185159
101,1111,202,11,1048,63,0.9057890438555999
101,1212,202,12,1138,74,0.896875793943563
101,1313,202,13,1230,83,0.888051232349986
101,1414,202,14,1320,94,0.8793144766113556
101,1515,202,15,1405,110,0.8706646530448178
101,1616,202,16,1490,126,0.8621008966608072
101,1717,202,17,1580,137,0.8536223510765493
101,1818,202,18,1664,154,0.8452281684304199
101,1919,202,19,1749,170,0.8369175092971592
101,2020,202,20,1831,189,0.8286895426039287
101,2121,202,21,1910,211,0.820543445547202
101,2222,202,22,1998,224,0.8124784035104852
101,2323,202,23,2075,248,0.8044936099828537
101,2424,202,24,2156,268,0.7965882664783007
101,2525,202,25,2236,289,0.7887615824558879
101,2626,202,26,2318,308,0.7810127752406908
101,2727,202,27,2402,325,0.7733410699455306
101,2828,202,28,2487,341,0.7657456993934846
101,2929,202,29,2562,367,0.7582259040411682
101,3030,202,30,2633,397,0.7507809319027796
101,3131,202,31,2713,418,0.7434100384749007
101,3232,202,32,2785,447,0.7361124866620463
101,3333,202,33,2861,472,0.7288875467029541
101,3434,202,34,2936,498,0.7217344960976069
101,3535,202,35,3008,527,0.7146526195349836
101,3636,202,36,3076,560,0.7076412088215263
101,3737,202,37,3148,589,0.7006995628103208
101,3838,202,38,3221,617,0.6938269873309811
101,3939,202,39,3298,641,0.6870227951202322
101,4040,202,40,3357,683,0.680286305753183
101,4141,202,41,3423,718,0.6736168455752829
101,4242,202,42,3489,753,0.6670137476349562
101,4343,202,43,3557,786,0.6604763516169062
101,4444,202,44,3629,815,0.6540040037760834
101,4545,202,45,3693,852,0.64759605687231
101,4646,202,46,3763,883,0.6412518701055556
101,4747,202,47,3821,926,0.6349708090518567
101,4848,202,48,3878,970,0.6287522455998737
101,4949,202,49,3947,1002,0.6225955578880794
101,5050,202,50,4009,1041,0.616500130242572
101,5151,202,51,4067,1084,0.6104653531155071
101,5252,202,52,4132,1120,0.6044906230241432
101,5353,202,53,4191,1162,0.5985753424904925
101,5454,202,54,4258,1196,0.5927189199815717
101,5555,202,55,4318,1237,0.5869207698502498
101,5656,202,56,4379,1277,0.5811803122766818
101,5757,202,57,4429,1328,0.5754969732103268
101,5858,202,58,4479,1379,0.5698701843125418
101,5959,202,59,4542,1417,0.564299382899748
101,6060,202,60,4597,1463,0.558784011887162
101,6161,202,61,4651,1510,0.5533235197330862
101,6262,202,62,4707,1555,0.5479173603837548
101,6363,202,63,4764,1599,0.5425649932187278
101,6464,202,64,4813,1651,0.5372658829968282
101,6565,202,65,4864,1701,0.5320194998026181
101,6666,202,66,4911,1755,0.5268253189934059
101,6767,202,67,4955,1812,0.5216828211467822
101,6868,202,68,5014,1854,0.516591492008677
101,6969,202,69,5067,1902,0.5115508224419336
101,7070,202,70,5117,1953,0.5065603083753949
101,7171,202,71,5165,2006,0.5016194507534953
101,7272,202,72,5214,2058,0.49672775548635545
101,7373,202,73,5272,2101,0.491884733400372
101,7474,202,74,5318,2156,0.48708990018930043
101,7575,202,75,5374,2201,0.48234277636582407
101,7676,202,76,5421,2255,0.47764288721360454
101,7777,202,77,5460,2317,0.47298976273981014
101,7878,202,78,5515,2363,0.4683829376281158
101,7979,202,79,5558,2421,0.4638219511921713
101,8080,202,80,5600,2480,0.4593063473295323
101,8181,202,81,5637,2544,0.45483567447604933
101,8282,202,82,5681,2601,0.4504094855607117
101,8383,202,83,5735,2648,0.44602733796093924
101,8484,202,84,5783,2701,0.4416887934583202
101,8585,202,85,5833,2752,0.43739341819478894
101,8686,202,86,5880,2806,0.43314078262923944
101,8787,202,87,5926,2861,0.4289304614945713
101,8888,202,88,5971,2917,0.42476203375516264
101,8989,202,89,6011,2978,0.42063508256476556
101,9090,202,90,6054,3036,0.41654919522482203
101,9191,202,91,6093,3098,0.4125039631431931
101,9292,202,92,6140,3152,0.40849898179329963
101,9393,202,93,6183,3210,0.404533850673669
101,9494,202,94,6223,3271,0.40060817326788506
101,9595,202,95,6260,3335,0.3967215570049359
101,9696,202,96,6303,3393,0.3928736132199562
101,9797,202,97,6341,3456,0.38906395711536096
101,9898,202,98,6387,3511,0.38529220772236483
101,9999,202,99,6422,3577,0.3815579878628856
101,10100,202,100,6462,3638,0.37786092411182526
101,10201,202,101,6507,3694,0.3742006467597279
101,10302,202,102,6541,3761,0.3705767897758081
101,10403,202,103,6576,3827,0.3669889907713475
101,10504,202,104,6611,3893,0.36343689096345594
101,10605,202,105,6644,3961,0.35992013513919235
101,10706,202,106,6685,4021,0.35643837162004377
101,10807,202,107,6714,4093,0.3529912522267568
101,10908,202,108,6752,4156,0.34957843224451957
101,11009,202,109,6780,4229,0.34619957038848975
101,11110,202,110,6814,4296,0.34285432876966604
101,11211,202,111,6847,4364,0.3395423728610988
101,11312,202,112,6877,4435,0.3362633714644372
101,11413,202,113,6909,4504,0.33301699667680906
101,11514,202,114,6937,4577,0.3298029238580304
101,11615,202,115,6967,4648,0.3266208315981408
101,11716,202,116,7003,4713,0.32347040168526264
101,11817,202,117,7045,4772,0.3203513190737793
101,11918,202,118,7078,4840,0.3172632718528302
101,12019,202,119,7114,4905,0.31420595121511996
101,12120,202,120,7145,4975,0.311179051426037
101,12221,202,121,7180,5041,0.3081822697930801
101,12322,202,122,7204,5118,0.3052153066355885
101,12423,202,123,7230,5193,0.30227786525477407
101,12524,202,124,7260,5264,0.29936965190405085
101,12625,202,125,7290,5335,0.29649037575966014
101,12726,202,126,7321,5405,0.29363974889158817
101,12827,202,127,7357,5470,0.2908174862347727
101,12928,202,128,7397,5531,0.28802330556059597
101,13029,202,129,7430,5599,0.2852569274486622
101,13130,202,130,7459,5671,0.2825180752588548
101,13231,202,131,7490,5741,0.27980647510367246
101,13332,202,132,7522,5810,0.2771218558208399
101,13433,202,133,7542,5891,0.27446394894619186
101,13534,202,134,7564,5970,0.27183248868682575
101,13635,202,135,7585,6050,0.26922721189452276
101,13736,202,136,7616,6120,0.2666478580394326
101,13837,202,137,7641,6196,0.26409416918402034
101,13938,202,138,7668,6270,0.26156588995727226
101,14039,202,139,7694,6345,0.2590627675291589
101,14140,202,140,7720,6420,0.2565845515853515
101,14241,202,141,7737,6504,0.2541309943021904
101,14342,202,142,7760,6582,0.25170185032190273
101,14443,202,143,7791,6652,0.24929687672806608
101,14544,202,144,7809,6735,0.246915833021317
101,14645,202,145,7838,6807,0.24455848109530054
101,14746,202,146,7866,6880,0.2422245852128597
101,14847,202,147,7895,6952,0.23991391198246126
101,14948,202,148,7914,7034,0.2376262303348566
101,15049,202,149,7941,7108,0.2353613114999746
101,15150,202,150,7966,7184,0.23311892898404435
101,15251,202,151,7985,7266,0.23089885854694553
101,15352,202,152,8006,7346,0.22870087817978443
101,15453,202,153,8024,7429,0.22652476808269262
101,15554,202,154,8050,7504,0.22437031064284702
101,15655,202,155,8073,7582,0.22223729041270818
101,15756,202,156,8088,7668,0.22012549408847562
101,15857,202,157,8110,7747,0.21803471048875708
101,15958,202,158,8136,7822,0.21596473053345028
101,16059,202,159,8154,7905,0.21391534722283462
101,16160,202,160,8172,7988,0.2118863556168713
101,16261,202,161,8190,8071,0.20987755281470882
101,16362,202,162,8212,8150,0.20788873793439305
101,16463,202,163,8232,8231,0.2059197120927785
101,16564,202,164,8256,8308,0.20397027838564025
101,16665,202,165,8278,8387,0.20204024186798297
101,16766,202,166,8293,8473,0.20012940953454655
101,16867,202,167,8314,8553,0.1982375903005053
101,16968,202,168,8335,8633,0.19636459498235934
101,17069,202,169,8357,8712,0.19451023627901587
101,17170,202,170,8373,8797,0.19267432875305937
101,17271,202,171,8389,8882,0.19085668881220733
101,17372,202,172,8408,8964,0.1890571346909509
101,17473,202,173,8422,9051,0.1872754864323783
101,17574,202,174,8441,9133,0.18551156587017906
101,17675,202,175,8453,9222,0.1837651966108269
101,17776,202,176,8471,9305,0.1820362040159407
101,17877,202,177,8488,9389,0.18032441518482004
101,17978,202,178,8507,9471,0.17862965893715535
101,18079,202,179,8530,9549,0.17695176579590954
101,18180,202,180,8543,9637,0.1752905679703703
101,18281,202,181,8562,9719,0.17364589933937066
101,18382,202,182,8574,9808,0.172017595434677
101,18483,202,183,8601,9882,0.17040549342454195
101,18584,202,184,8618,9966,0.16880943209742102
101,18685,202,185,8636,10049,0.16722925184585147
101,18786,202,186,8648,10138,0.16566479465049133
101,18887,202,187,8662,10225,0.16411590406431734
101,18988,202,188,8683,10305,0.1625824251969801
101,19089,202,189,8709,10380,0.16106420469931504
101,19190,202,190,8727,10463,0.15956109074800714
101,19291,202,191,8736,10555,0.1580729330304087
101,19392,202,192,8757,10635,0.15659958272950783
101,19493,202,193,8774,10719,0.15514089250904667
101,19594,202,194,8792,10802,0.1536967164987875
101,19695,202,195,8809,10886,0.1522669102799259
101,19796,202,196,8829,10967,0.15085133087064845
101,19897,202,197,8843,11054,0.14944983671183457
101,19998,202,198,8853,11145,0.14806228765290044
101,20099,202,199,8869,11230,0.1466885449377839
101,20200,202,200,8876,11324,0.14532847119106862
101,20301,202,201,8896,11405,0.1439819304042466
101,20402,202,202,8910,11492,0.14264878792211688
101,20503,202,203,8917,11586,0.1413289104293205
101,20604,202,204,8930,11674,0.14002216593700811
101,20705,202,205,8940,11765,0.13872842376964165
101,20806,202,206,8957,11849,0.1374475545519262
101,20907,202,207,8969,11938,0.13617943019587256
101,21008,202,208,8983,12025,0.13492392388798838
101,21109,202,209,8995,12114,0.13368091007659658
101,21210,202,210,9008,12202,0.1324502644592803
101,21311,202,211,9019,12292,0.13123186397045208
101,21412,202,212,9041,12371,0.13002558676904785
101,21513,202,213,9050,12463,0.12883131222634217
101,21614,202,214,9062,12552,0.12764892091388555
101,21715,202,215,9073,12642,0.1264782945915614
101,21816,202,216,9084,12732,0.125319316195762
101,21917,202,217,9095,12822,0.12417186982768189
101,22018,202,218,9104,12914,0.12303584074172813
101,22119,202,219,9114,13005,0.12191111533404535
101,22220,202,220,9126,13094,0.12079758113115559
101,22321,202,221,9141,13180,0.11969512677871053
101,22422,202,222,9154,13268,0.11860364203035628
101,22523,202,223,9167,13356,0.11752301773670837
101,22624,202,224,9184,13440,0.116453145834437
101,22725,202,225,9196,13529,0.11539391933546027
