iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep
1,0,0,-100,1,1,0
1,0,0,-100,2,2,0
1,0,0,-100,3,3,0
19,18,0,-118,4,12,10
10,27,0,-109,5,20,12
14,40,0,-113,6,31,15
4,43,0,-103,7,32,18
2,44,0,-101,8,33,19
52,95,0,-151,9,72,32
1,95,0,-100,10,73,32
3,97,0,-102,11,76,32
3,99,0,-102,12,79,32
15,113,0,-114,13,89,37
1,113,0,-100,14,90,37
80,192,0,-179,15,155,52
21,212,0,-120,16,173,55
4,215,0,-103,17,177,55
8,222,0,-107,18,183,57
1,222,0,-100,19,184,57
76,297,0,-175,20,240,77
1,297,0,-100,21,241,77
4,300,0,-103,22,243,79
6,305,0,-105,23,248,80
2,306,0,-101,24,250,80
1,306,0,-100,25,251,80
1,306,0,-100,26,252,80
1,306,0,-100,27,252,81
12,317,0,-111,28,261,84
1,317,0,-100,29,262,84
1,317,0,-100,30,263,84
5,321,0,-104,31,267,85
2,322,0,-101,32,269,85
2,323,0,-101,33,271,85
1,323,0,-100,34,272,85
3,325,0,-102,35,275,85
6,330,0,-105,36,281,85
6,335,0,-105,37,286,86
4,338,0,-103,38,290,86
11,348,0,-110,39,300,87
1,348,0,-100,40,301,87
3,350,0,-102,41,304,87
1,350,0,-100,42,305,87
1,350,0,-100,43,306,87
1,350,0,-100,44,307,87
19,368,0,-118,45,324,89
18,385,0,-117,46,340,91
1,385,0,-100,47,341,91
4,388,0,-103,48,344,92
15,402,0,-114,49,357,94
11,412,0,-110,50,365,97
1,412,0,-100,51,366,97
1,412,0,-100,52,366,98
2,413,0,-101,53,367,99
5,417,0,-104,54,372,99
47,463,0,-146,55,407,111
5,467,0,-104,56,411,112
1,467,0,-100,57,412,112
67,533,0,-166,58,466,125
10,542,0,-109,59,474,127
1,542,0,-100,60,475,127
4,545,0,-103,61,478,128
1,545,0,-100,62,479,128
1,545,0,-100,63,480,128
13,557,0,-112,64,491,130
1,557,0,-100,65,492,130
2,558,0,-101,66,494,130
5,562,0,-104,67,498,131
2,563,0,-101,68,500,131
2,564,0,-101,69,501,132
1,564,0,-100,70,502,132
1,564,0,-100,71,503,132
1,564,0,-100,72,504,132
4,567,0,-103,73,508,132
18,584,0,-117,74,521,137
33,616,0,-132,75,549,142
7,622,0,-106,76,553,145
8,629,0,-107,77,559,147
3,631,0,-102,78,562,147
1,631,0,-100,79,562,148
