iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
42,41,0,-141,1,42,0,1.0
6,46,0,-105,2,48,0,0.9901493354116764
2,47,0,-101,3,50,0,0.9803966865736877
6,52,0,-105,4,56,0,0.970741078213023
4,55,0,-103,5,60,0,0.9611815447608
1,55,0,-100,6,61,0,0.9517171302557069
9,63,0,-108,7,69,1,0.9423468882484062
2,64,0,-101,8,71,1,0.9330698817068888
1,64,0,-100,9,72,1,0.9238851829227694
13,76,0,-112,10,84,2,0.9147918734185159
11,86,0,-110,11,94,3,0.9057890438555999
3,88,0,-102,12,97,3,0.896875793943563
60,147,0,-159,13,150,10,0.888051232349986
1,147,0,-100,14,151,10,0.8793144766113556
1,147,0,-100,15,152,10,0.8706646530448178
80,226,0,-179,16,223,19,0.8621008966608072
1,226,0,-100,17,224,19,0.8536223510765493
21,246,0,-120,18,242,22,0.8452281684304199
2,247,0,-101,19,244,22,0.8369175092971592
11,257,0,-110,20,254,23,0.8286895426039287
67,323,0,-166,21,308,36,0.820543445547202
22,344,0,-121,22,326,40,0.8124784035104852
3,346,0,-102,23,329,40,0.8044936099828537
1,346,0,-100,24,330,40,0.7965882664783007
13,358,0,-112,25,340,43,0.7887615824558879
1,358,0,-100,26,341,43,0.7810127752406908
3,360,0,-102,27,343,44,0.7733410699455306
1,360,0,-100,28,344,44,0.7657456993934846
44,403,0,-143,29,375,57,0.7582259040411682
26,428,0,-125,30,395,63,0.7507809319027796
12,439,0,-111,31,402,68,0.7434100384749007
22,460,0,-121,32,419,73,0.7361124866620463
18,477,0,-117,33,433,77,0.7288875467029541
12,488,0,-111,34,441,81,0.7217344960976069
19,506,0,-118,35,456,85,0.7146526195349836
6,511,0,-105,36,461,86,0.7076412088215263
1,511,0,-100,37,462,86,0.7006995628103208
53,563,0,-152,38,499,102,0.6938269873309811
19,581,0,-118,39,511,109,0.6870227951202322
14,594,0,-113,40,524,110,0.680286305753183
1,594,0,-100,41,525,110,0.6736168455752829
1,594,0,-100,42,526,110,0.6670137476349562
57,650,0,-156,43,563,130,0.6604763516169062
6,655,0,-105,44,568,131,0.6540040037760834
2,656,0,-101,45,569,132,0.64759605687231
23,678,0,-122,46,584,140,0.6412518701055556
34,711,0,-133,47,604,154,0.6349708090518567
4,714,0,-103,48,608,154,0.6287522455998737
52,766,1,-52,49,636,178,0.6225955578880794
13,778,1,-112,50,645,182,0.616500130242572
8,785,1,-107,51,649,186,0.6104653531155071
52,836,1,-151,52,684,203,0.6044906230241432
2,837,1,-101,53,686,203,0.5985753424904925
33,869,1,-132,54,702,220,0.5927189199815717
1,869,1,-100,55,703,220,0.5869207698502498
1,869,1,-100,56,704,220,0.5811803122766818
18,886,1,-117,57,712,230,0.5754969732103268
11,896,1,-110,58,718,235,0.5698701843125418
55,950,1,-154,59,750,258,0.564299382899748
20,969,1,-119,60,760,268,0.558784011887162
37,1005,1,-136,61,783,282,0.5533235197330862
24,1028,1,-123,62,796,293,0.5479173603837548
8,1035,1,-107,63,800,297,0.5425649932187278
3,1037,1,-102,64,803,297,0.5372658829968282
46,1082,1,-145,65,825,321,0.5320194998026181
10,1091,1,-109,66,827,329,0.5268253189934059
1,1091,1,-100,67,828,329,0.5216828211467822
3,1093,1,-102,68,831,329,0.516591492008677
6,1098,1,-105,69,832,334,0.5115508224419336
2,1099,1,-101,70,834,334,0.5065603083753949
61,1159,1,-160,71,865,364,0.5016194507534953
18,1176,1,-117,72,874,373,0.49672775548635545
7,1182,1,-106,73,878,376,0.491884733400372
29,1210,1,-128,74,891,392,0.48708990018930043
6,1215,1,-105,75,894,395,0.48234277636582407
1,1215,1,-100,76,895,395,0.47764288721360454
1,1215,1,-100,77,896,395,0.47298976273981014
12,1226,1,-111,78,900,403,0.4683829376281158
1,1226,1,-100,79,901,403,0.4638219511921713
4,1229,1,-103,80,903,405,0.4593063473295323
51,1279,1,-150,81,927,432,0.45483567447604933
20,1298,1,-119,82,935,444,0.4504094855607117
7,1304,1,-106,83,938,448,0.44602733796093924
7,1310,1,-106,84,942,451,0.4416887934583202
3,1312,1,-102,85,943,453,0.43739341819478894
20,1331,1,-119,86,948,468,0.43314078262923944
66,1397,2,-66,87,981,501,0.4289304614945713
5,1401,2,-104,88,983,504,0.42476203375516264
1,1401,2,-100,89,984,504,0.42063508256476556
1,1401,2,-100,90,985,504,0.41654919522482203
20,1420,2,-119,91,991,518,0.4125039631431931
9,1428,2,-108,92,993,525,0.40849898179329963
48,1476,3,-48,93,1007,559,0.404533850673669
29,1504,3,-128,94,1019,576,0.40060817326788506
77,1581,4,-77,95,1051,621,0.3967215570049359
9,1589,4,-108,96,1053,628,0.3928736132199562
5,1593,4,-104,97,1054,632,0.38906395711536096
1,1593,4,-100,98,1055,632,0.38529220772236483
27,1620,5,-27,99,1063,651,0.3815579878628856
10,1629,5,-109,100,1067,657,0.37786092411182526
41,1669,5,-140,101,1085,680,0.3742006467597279
15,1684,6,-15,102,1087,693,0.3705767897758081
23,1706,6,-122,103,1094,709,0.3669889907713475
16,1721,6,-115,104,1102,717,0.36343689096345594
35,1756,7,-35,105,1110,744,0.35992013513919235
4,1759,7,-103,106,1114,744,0.35643837162004377
3,1761,7,-102,107,1115,746,0.3529912522267568
28,1789,8,-28,108,1126,763,0.34957843224451957
9,1797,8,-108,109,1131,767,0.34619957038848975
54,1851,9,-54,110,1149,803,0.34285432876966604
2,1852,9,-101,111,1151,803,0.3395423728610988
38,1889,9,-137,112,1161,831,0.3362633714644372
32,1921,10,-32,113,1172,852,0.33301699667680906
35,1956,11,-35,114,1189,870,0.3298029238580304
17,1972,11,-116,115,1195,881,0.3266208315981408
17,1989,12,-17,116,1200,893,0.32347040168526264
1,1989,12,-100,117,1201,893,0.3203513190737793
24,2012,12,-123,118,1209,909,0.3172632718528302
33,2045,13,-33,119,1213,938,0.31420595121511996
29,2074,14,-29,120,1222,958,0.311179051426037
4,2077,14,-103,121,1224,960,0.3081822697930801
2,2078,14,-101,122,1226,960,0.3052153066355885
5,2082,14,-104,123,1229,962,0.30227786525477407
16,2097,14,-115,124,1233,974,0.29936965190405085
48,2144,14,-147,125,1245,1010,0.29649037575966014
9,2152,14,-108,126,1248,1016,0.29363974889158817
35,2187,15,-35,127,1256,1043,0.2908174862347727
25,2211,15,-124,128,1263,1061,0.28802330556059597
30,2241,16,-30,129,1273,1081,0.2852569274486622
1,2241,16,-100,130,1274,1081,0.2825180752588548
19,2260,17,-19,131,1275,1099,0.27980647510367246
35,2294,17,-134,132,1285,1124,0.2771218558208399
1,2294,17,-100,133,1286,1124,0.27446394894619186
6,2299,17,-105,134,1290,1126,0.27183248868682575
38,2337,18,-38,135,1303,1151,0.26922721189452276
3,2339,18,-102,136,1305,1152,0.2666478580394326
17,2356,19,-17,137,1308,1166,0.26409416918402034
31,2387,20,-31,138,1318,1187,0.26156588995727226
18,2405,21,-18,139,1323,1200,0.2590627675291589
44,2449,22,-44,140,1335,1232,0.2565845515853515
27,2476,23,-27,141,1341,1253,0.2541309943021904
1,2476,23,-100,142,1342,1253,0.25170185032190273
34,2510,24,-34,143,1347,1282,0.24929687672806608
17,2527,25,-17,144,1351,1295,0.246915833021317
7,2533,25,-106,145,1352,1301,0.24455848109530054
11,2543,25,-110,146,1354,1310,0.2422245852128597
29,2572,26,-29,147,1360,1333,0.23991391198246126
2,2573,26,-101,148,1361,1334,0.2376262303348566
20,2593,27,-20,149,1365,1350,0.2353613114999746
14,2607,28,-14,150,1366,1363,0.23311892898404435
30,2637,29,-30,151,1372,1387,0.23089885854694553
30,2667,30,-30,152,1380,1409,0.22870087817978443
25,2692,31,-25,153,1387,1427,0.22652476808269262
6,2697,31,-105,154,1388,1432,0.22437031064284702
9,2705,31,-108,155,1390,1439,0.22223729041270818
17,2722,32,-17,156,1393,1453,0.22012549408847562
14,2736,33,-14,157,1394,1466,0.21803471048875708
3,2738,33,-102,158,1395,1468,0.21596473053345028
12,2749,33,-111,159,1397,1478,0.21391534722283462
13,2762,34,-13,160,1397,1491,0.2118863556168713
30,2792,35,-30,161,1405,1513,0.20987755281470882
18,2810,36,-18,162,1409,1527,0.20788873793439305
13,2823,37,-13,163,1411,1538,0.2059197120927785
25,2848,38,-25,164,1415,1559,0.20397027838564025
14,2862,39,-14,165,1418,1570,0.20204024186798297
6,2867,39,-105,166,1421,1573,0.20012940953454655
15,2882,40,-15,167,1422,1587,0.1982375903005053
15,2897,41,-15,168,1424,1600,0.19636459498235934
13,2910,42,-13,169,1424,1613,0.19451023627901587
3,2912,42,-102,170,1425,1615,0.19267432875305937
17,2929,43,-17,171,1429,1628,0.19085668881220733
15,2944,44,-15,172,1433,1639,0.1890571346909509
19,2963,45,-19,173,1438,1653,0.1872754864323783
15,2978,46,-15,174,1439,1667,0.18551156587017906
