iteration,successes,reward_episode,episode_count,random_act,timestep,epsilon
101,101,202,1,101,0,1.0
101,202,202,2,201,1,0.9901493354116764
101,303,202,3,300,3,0.9803966865736877
101,404,202,4,399,5,0.970741078213023
101,505,202,5,498,7,0.9611815447608
101,606,202,6,594,12,0.9517171302557069
101,707,202,7,687,20,0.9423468882484062
101,808,202,8,783,25,0.9330698817068888
101,909,202,9,872,37,0.9238851829227694
101,1010,202,10,965,45,0.9147918734185159
101,1111,202,11,1055,56,0.9057890438555999
101,1212,202,12,1138,74,0.896875793943563
101,1313,202,13,1225,88,0.888051232349986
101,1414,202,14,1311,103,0.8793144766113556
101,1515,202,15,1402,113,0.8706646530448178
101,1616,202,16,1494,122,0.8621008966608072
101,1717,202,17,1586,131,0.8536223510765493
101,1818,202,18,1670,148,0.8452281684304199
101,1919,202,19,1755,164,0.8369175092971592
101,2020,202,20,1833,187,0.8286895426039287
101,2121,202,21,1916,205,0.820543445547202
101,2222,202,22,2002,220,0.8124784035104852
101,2323,202,23,2083,240,0.8044936099828537
101,2424,202,24,2158,266,0.7965882664783007
101,2525,202,25,2230,295,0.7887615824558879
101,2626,202,26,2299,327,0.7810127752406908
101,2727,202,27,2383,344,0.7733410699455306
101,2828,202,28,2460,368,0.7657456993934846
101,2929,202,29,2540,389,0.7582259040411682
101,3030,202,30,2617,413,0.7507809319027796
101,3131,202,31,2694,437,0.7434100384749007
101,3232,202,32,2763,469,0.7361124866620463
101,3333,202,33,2835,498,0.7288875467029541
101,3434,202,34,2894,540,0.7217344960976069
101,3535,202,35,2966,569,0.7146526195349836
101,3636,202,36,3041,595,0.7076412088215263
101,3737,202,37,3109,628,0.7006995628103208
101,3838,202,38,3172,666,0.6938269873309811
101,3939,202,39,3239,700,0.6870227951202322
101,4040,202,40,3300,740,0.680286305753183
101,4141,202,41,3370,771,0.6736168455752829
101,4242,202,42,3430,812,0.6670137476349562
101,4343,202,43,3497,846,0.6604763516169062
101,4444,202,44,3557,887,0.6540040037760834
101,4545,202,45,3627,918,0.64759605687231
101,4646,202,46,3694,952,0.6412518701055556
101,4747,202,47,3760,987,0.6349708090518567
101,4848,202,48,3827,1021,0.6287522455998737
101,4949,202,49,3884,1065,0.6225955578880794
101,5050,202,50,3952,1098,0.616500130242572
101,5151,202,51,4005,1146,0.6104653531155071
101,5252,202,52,4070,1182,0.6044906230241432
101,5353,202,53,4133,1220,0.5985753424904925
101,5454,202,54,4192,1262,0.5927189199815717
101,5555,202,55,4241,1314,0.5869207698502498
101,5656,202,56,4306,1350,0.5811803122766818
101,5757,202,57,4359,1398,0.5754969732103268
101,5858,202,58,4412,1446,0.5698701843125418
101,5959,202,59,4469,1490,0.564299382899748
101,6060,202,60,4520,1540,0.558784011887162
101,6161,202,61,4574,1587,0.5533235197330862
101,6262,202,62,4636,1626,0.5479173603837548
101,6363,202,63,4687,1676,0.5425649932187278
101,6464,202,64,4747,1717,0.5372658829968282
101,6565,202,65,4803,1762,0.5320194998026181
101,6666,202,66,4866,1800,0.5268253189934059
101,6767,202,67,4920,1847,0.5216828211467822
101,6868,202,68,4981,1887,0.516591492008677
101,6969,202,69,5042,1927,0.5115508224419336
101,7070,202,70,5095,1975,0.5065603083753949
101,7171,202,71,5148,2023,0.5016194507534953
101,7272,202,72,5201,2071,0.49672775548635545
101,7373,202,73,5242,2131,0.491884733400372
101,7474,202,74,5294,2180,0.48708990018930043
101,7575,202,75,5347,2228,0.48234277636582407
101,7676,202,76,5397,2279,0.47764288721360454
101,7777,202,77,5452,2325,0.47298976273981014
101,7878,202,78,5492,2386,0.4683829376281158
101,7979,202,79,5535,2444,0.4638219511921713
101,8080,202,80,5582,2498,0.4593063473295323
101,8181,202,81,5628,2553,0.45483567447604933
101,8282,202,82,5676,2606,0.4504094855607117
101,8383,202,83,5719,2664,0.44602733796093924
101,8484,202,84,5762,2722,0.4416887934583202
101,8585,202,85,5805,2780,0.43739341819478894
101,8686,202,86,5847,2839,0.43314078262923944
101,8787,202,87,5881,2906,0.4289304614945713
101,8888,202,88,5922,2966,0.42476203375516264
101,8989,202,89,5967,3022,0.42063508256476556
101,9090,202,90,6007,3083,0.41654919522482203
101,9191,202,91,6046,3145,0.4125039631431931
101,9292,202,92,6090,3202,0.40849898179329963
101,9393,202,93,6130,3263,0.404533850673669
101,9494,202,94,6171,3323,0.40060817326788506
101,9595,202,95,6205,3390,0.3967215570049359
101,9696,202,96,6244,3452,0.3928736132199562
101,9797,202,97,6280,3517,0.38906395711536096
101,9898,202,98,6318,3580,0.38529220772236483
101,9999,202,99,6364,3635,0.3815579878628856
101,10100,202,100,6410,3690,0.37786092411182526
101,10201,202,101,6457,3744,0.3742006467597279
101,10302,202,102,6495,3807,0.3705767897758081
101,10403,202,103,6536,3867,0.3669889907713475
101,10504,202,104,6570,3934,0.36343689096345594
101,10605,202,105,6606,3999,0.35992013513919235
101,10706,202,106,6645,4061,0.35643837162004377
101,10807,202,107,6681,4126,0.3529912522267568
101,10908,202,108,6710,4198,0.34957843224451957
101,11009,202,109,6741,4268,0.34619957038848975
101,11110,202,110,6776,4334,0.34285432876966604
101,11211,202,111,6806,4405,0.3395423728610988
101,11312,202,112,6839,4473,0.3362633714644372
101,11413,202,113,6872,4541,0.33301699667680906
101,11514,202,114,6903,4611,0.3298029238580304
101,11615,202,115,6940,4675,0.3266208315981408
101,11716,202,116,6967,4749,0.32347040168526264
101,11817,202,117,6996,4821,0.3203513190737793
101,11918,202,118,7034,4884,0.3172632718528302
101,12019,202,119,7062,4957,0.31420595121511996
101,12120,202,120,7099,5021,0.311179051426037
101,12221,202,121,7137,5084,0.3081822697930801
101,12322,202,122,7162,5160,0.3052153066355885
101,12423,202,123,7188,5235,0.30227786525477407
101,12524,202,124,7215,5309,0.29936965190405085
101,12625,202,125,7254,5371,0.29649037575966014
101,12726,202,126,7285,5441,0.29363974889158817
101,12827,202,127,7312,5515,0.2908174862347727
101,12928,202,128,7339,5589,0.28802330556059597
101,13029,202,129,7365,5664,0.2852569274486622
101,13130,202,130,7400,5730,0.2825180752588548
101,13231,202,131,7435,5796,0.27980647510367246
101,13332,202,132,7461,5871,0.2771218558208399
101,13433,202,133,7493,5940,0.27446394894619186
101,13534,202,134,7524,6010,0.27183248868682575
101,13635,202,135,7556,6079,0.26922721189452276
101,13736,202,136,7579,6157,0.2666478580394326
101,13837,202,137,7608,6229,0.26409416918402034
101,13938,202,138,7634,6304,0.26156588995727226
101,14039,202,139,7659,6380,0.2590627675291589
101,14140,202,140,7690,6450,0.2565845515853515
101,14241,202,141,7717,6524,0.2541309943021904
101,14342,202,142,7742,6600,0.25170185032190273
101,14443,202,143,7773,6670,0.24929687672806608
101,14544,202,144,7793,6751,0.246915833021317
101,14645,202,145,7817,6828,0.24455848109530054
101,14746,202,146,7844,6902,0.2422245852128597
101,14847,202,147,7874,6973,0.23991391198246126
101,14948,202,148,7900,7048,0.2376262303348566
101,15049,202,149,7927,7122,0.2353613114999746
101,15150,202,150,7951,7199,0.23311892898404435
101,15251,202,151,7980,7271,0.23089885854694553
101,15352,202,152,8002,7350,0.22870087817978443
101,15453,202,153,8029,7424,0.22652476808269262
101,15554,202,154,8051,7503,0.22437031064284702
101,15655,202,155,8063,7592,0.22223729041270818
101,15756,202,156,8091,7665,0.22012549408847562
101,15857,202,157,8112,7745,0.21803471048875708
101,15958,202,158,8138,7820,0.21596473053345028
101,16059,202,159,8157,7902,0.21391534722283462
101,16160,202,160,8167,7993,0.2118863556168713
101,16261,202,161,8192,8069,0.20987755281470882
101,16362,202,162,8212,8150,0.20788873793439305
101,16463,202,163,8238,8225,0.2059197120927785
101,16564,202,164,8257,8307,0.20397027838564025
101,16665,202,165,8283,8382,0.20204024186798297
101,16766,202,166,8307,8459,0.20012940953454655
101,16867,202,167,8322,8545,0.1982375903005053
101,16968,202,168,8347,8621,0.19636459498235934
101,17069,202,169,8369,8700,0.19451023627901587
101,17170,202,170,8380,8790,0.19267432875305937
101,17271,202,171,8399,8872,0.19085668881220733
101,17372,202,172,8423,8949,0.1890571346909509
101,17473,202,173,8438,9035,0.1872754864323783
101,17574,202,174,8456,9118,0.18551156587017906
101,17675,202,175,8470,9205,0.1837651966108269
101,17776,202,176,8486,9290,0.1820362040159407
101,17877,202,177,8504,9373,0.18032441518482004
101,17978,202,178,8527,9451,0.17862965893715535
101,18079,202,179,8551,9528,0.17695176579590954
101,18180,202,180,8575,9605,0.1752905679703703
101,18281,202,181,8594,9687,0.17364589933937066
101,18382,202,182,8609,9773,0.172017595434677
101,18483,202,183,8630,9853,0.17040549342454195
101,18584,202,184,8649,9935,0.16880943209742102
101,18685,202,185,8665,10020,0.16722925184585147
101,18786,202,186,8684,10102,0.16566479465049133
101,18887,202,187,8700,10187,0.16411590406431734
101,18988,202,188,8715,10273,0.1625824251969801
101,19089,202,189,8728,10361,0.16106420469931504
101,19190,202,190,8748,10442,0.15956109074800714
101,19291,202,191,8759,10532,0.1580729330304087
101,19392,202,192,8772,10620,0.15659958272950783
101,19493,202,193,8792,10701,0.15514089250904667
101,19594,202,194,8807,10787,0.1536967164987875
101,19695,202,195,8826,10869,0.1522669102799259
101,19796,202,196,8839,10957,0.15085133087064845
101,19897,202,197,8859,11038,0.14944983671183457
101,19998,202,198,8876,11122,0.14806228765290044
101,20099,202,199,8890,11209,0.1466885449377839
101,20200,202,200,8906,11294,0.14532847119106862
101,20301,202,201,8918,11383,0.1439819304042466
101,20402,202,202,8935,11467,0.14264878792211688
101,20503,202,203,8945,11558,0.1413289104293205
101,20604,202,204,8959,11645,0.14002216593700811
101,20705,202,205,8972,11733,0.13872842376964165
101,20806,202,206,8988,11818,0.1374475545519262
101,20907,202,207,8997,11910,0.13617943019587256
101,21008,202,208,9014,11994,0.13492392388798838
101,21109,202,209,9031,12078,0.13368091007659658
101,21210,202,210,9041,12169,0.1324502644592803
101,21311,202,211,9055,12256,0.13123186397045208
101,21412,202,212,9072,12340,0.13002558676904785
101,21513,202,213,9086,12427,0.12883131222634217
101,21614,202,214,9098,12516,0.12764892091388555
101,21715,202,215,9109,12606,0.1264782945915614
101,21816,202,216,9128,12688,0.125319316195762
101,21917,202,217,9140,12777,0.12417186982768189
101,22018,202,218,9148,12870,0.12303584074172813
101,22119,202,219,9159,12960,0.12191111533404535
101,22220,202,220,9174,13046,0.12079758113115559
101,22321,202,221,9188,13133,0.11969512677871053
101,22422,202,222,9198,13224,0.11860364203035628
101,22523,202,223,9206,13317,0.11752301773670837
101,22624,202,224,9221,13403,0.116453145834437
101,22725,202,225,9231,13494,0.11539391933546027
