iteration,successes,reward_episode,episode_count,random_act,timestep
101,101,101,1,71,30
108,209,108,2,155,54
101,310,101,3,234,76
108,418,108,4,329,89
101,519,101,5,408,111
101,620,101,6,490,130
101,721,101,7,571,150
51,772,51,8,612,160
62,834,62,9,665,169
101,935,101,10,739,196
101,1036,101,11,823,213
101,1137,101,12,902,235
101,1238,101,13,983,255
101,1339,101,14,1068,271
101,1440,101,15,1142,298
101,1541,101,16,1224,317
116,1657,116,17,1320,337
101,1758,101,18,1402,356
101,1859,101,19,1485,374
101,1960,101,20,1568,392
101,2061,101,21,1648,413
101,2162,101,22,1728,434
101,2263,101,23,1805,458
105,2368,105,24,1889,479
101,2469,101,25,1963,506
101,2570,101,26,2046,524
101,2671,101,27,2130,541
101,2772,101,28,2211,561
101,2873,101,29,2287,586
101,2974,101,30,2368,606
101,3075,101,31,2448,627
105,3180,105,32,2536,644
101,3281,101,33,2617,664
101,3382,101,34,2700,682
101,3483,101,35,2768,715
101,3584,101,36,2846,738
101,3685,101,37,2923,762
48,3733,48,38,2969,764
101,3834,101,39,3050,784
111,3945,111,40,3140,805
101,4046,101,41,3223,823
109,4155,109,42,3311,844
101,4256,101,43,3380,876
108,4364,108,44,3465,899
101,4465,101,45,3544,921
101,4566,101,46,3623,943
102,4668,102,47,3705,963
41,4709,41,48,3739,970
103,4812,103,49,3822,990
101,4913,101,50,3899,1014
101,5014,101,51,3974,1040
58,5072,58,52,4030,1042
110,5182,110,53,4118,1064
101,5283,101,54,4199,1084
101,5384,101,55,4283,1101
101,5485,101,56,4368,1117
70,5555,70,57,4428,1127
109,5664,109,58,4519,1145
101,5765,101,59,4602,1163
88,5853,88,60,4676,1177
101,5954,101,61,4762,1192
101,6055,101,62,4843,1212
61,6116,61,63,4900,1216
101,6217,101,64,4977,1240
91,6308,91,65,5057,1251
101,6409,101,66,5140,1269
119,6528,119,67,5243,1285
101,6629,101,68,5321,1308
101,6730,101,69,5401,1329
101,6831,101,70,5485,1346
101,6932,101,71,5570,1362
101,7033,101,72,5648,1385
101,7134,101,73,5727,1407
101,7235,101,74,5808,1427
101,7336,101,75,5888,1448
101,7437,101,76,5967,1470
101,7538,101,77,6045,1493
101,7639,101,78,6126,1513
101,7740,101,79,6207,1533
101,7841,101,80,6285,1556
101,7942,101,81,6363,1579
51,7993,51,82,6404,1589
57,8050,57,83,6455,1595
101,8151,101,84,6532,1619
101,8252,101,85,6606,1646
101,8353,101,86,6686,1667
101,8454,101,87,6764,1690
101,8555,101,88,6843,1712
101,8656,101,89,6923,1733
108,8764,108,90,7011,1753
101,8865,101,91,7093,1772
101,8966,101,92,7175,1791
101,9067,101,93,7254,1813
101,9168,101,94,7336,1832
42,9210,42,95,7373,1837
101,9311,101,96,7452,1859
101,9412,101,97,7538,1874
101,9513,101,98,7619,1894
101,9614,101,99,7707,1907
101,9715,101,100,7782,1933
101,9816,101,101,7865,1951
101,9917,101,102,7943,1974
101,10018,101,103,8027,1991
101,10119,101,104,8111,2008
36,10155,36,105,8143,2012
101,10256,101,106,8223,2033
101,10357,101,107,8308,2049
101,10458,101,108,8386,2072
101,10559,101,109,8467,2092
101,10660,101,110,8547,2113
101,10761,101,111,8630,2131
101,10862,101,112,8711,2151
101,10963,101,113,8795,2168
32,10995,32,114,8824,2171
36,11031,36,115,8856,2175
101,11132,101,116,8944,2188
104,11236,104,117,9033,2203
32,11268,32,118,9064,2204
101,11369,101,119,9142,2227
34,11403,34,120,9172,2231
101,11504,101,121,9250,2254
101,11605,101,122,9330,2275
32,11637,32,123,9359,2278
101,11738,101,124,9437,2301
34,11772,34,125,9466,2306
101,11873,101,126,9545,2328
101,11974,101,127,9622,2352
87,12061,87,128,9695,2366
101,12162,101,129,9769,2393
101,12263,101,130,9850,2413
101,12364,101,131,9931,2433
101,12465,101,132,10012,2453
67,12532,67,133,10070,2462
101,12633,101,134,10147,2486
108,12741,108,135,10235,2506
105,12846,105,136,10321,2525
101,12947,101,137,10401,2546
101,13048,101,138,10480,2568
101,13149,101,139,10560,2589
106,13255,106,140,10648,2607
101,13356,101,141,10726,2630
101,13457,101,142,10805,2652
79,13536,79,143,10871,2665
101,13637,101,144,10948,2689
101,13738,101,145,11025,2713
105,13843,105,146,11107,2736
101,13944,101,147,11185,2759
101,14045,101,148,11262,2783
103,14148,103,149,11353,2795
101,14249,101,150,11432,2817
101,14350,101,151,11508,2842
101,14451,101,152,11591,2860
101,14552,101,153,11671,2881
101,14653,101,154,11754,2899
65,14718,65,155,11810,2908
101,14819,101,156,11888,2931
101,14920,101,157,11968,2952
101,15021,101,158,12050,2971
101,15122,101,159,12125,2997
101,15223,101,160,12208,3015
32,15255,32,161,12236,3019
101,15356,101,162,12321,3035
101,15457,101,163,12401,3056
32,15489,32,164,12428,3061
114,15603,114,165,12517,3086
101,15704,101,166,12598,3106
101,15805,101,167,12677,3128
82,15887,82,168,12747,3140
59,15946,59,169,12798,3148
101,16047,101,170,12880,3167
62,16109,62,171,12934,3175
101,16210,101,172,13014,3196
103,16313,103,173,13092,3221
101,16414,101,174,13173,3241
112,16526,112,175,13256,3270
101,16627,101,176,13336,3291
101,16728,101,177,13425,3303
101,16829,101,178,13508,3321
109,16938,109,179,13601,3337
101,17039,101,180,13671,3368
101,17140,101,181,13755,3385
101,17241,101,182,13836,3405
101,17342,101,183,13918,3424
111,17453,111,184,14006,3447
101,17554,101,185,14083,3471
32,17586,32,186,14110,3476
101,17687,101,187,14196,3491
101,17788,101,188,14270,3518
101,17889,101,189,14347,3542
101,17990,101,190,14432,3558
101,18091,101,191,14512,3579
101,18192,101,192,14597,3595
107,18299,107,193,14683,3616
101,18400,101,194,14761,3639
101,18501,101,195,14836,3665
101,18602,101,196,14921,3681
101,18703,101,197,14997,3706
68,18771,68,198,15055,3716
50,18821,50,199,15100,3721
101,18922,101,200,15181,3741
101,19023,101,201,15260,3763
101,19124,101,202,15340,3784
101,19225,101,203,15420,3805
101,19326,101,204,15504,3822
101,19427,101,205,15576,3851
101,19528,101,206,15651,3877
101,19629,101,207,15734,3895
68,19697,68,208,15792,3905
113,19810,113,209,15883,3927
52,19862,52,210,15929,3933
101,19963,101,211,16010,3953
101,20064,101,212,16091,3973
101,20165,101,213,16173,3992
101,20266,101,214,16254,4012
101,20367,101,215,16339,4028
101,20468,101,216,16417,4051
101,20569,101,217,16503,4066
101,20670,101,218,16586,4084
101,20771,101,219,16663,4108
101,20872,101,220,16740,4132
101,20973,101,221,16818,4155
59,21032,59,222,16869,4163
101,21133,101,223,16951,4182
101,21234,101,224,17028,4206
85,21319,85,225,17103,4216
101,21420,101,226,17185,4235
101,21521,101,227,17265,4256
101,21622,101,228,17343,4279
101,21723,101,229,17427,4296
101,21824,101,230,17499,4325
150,21974,150,231,17619,4355
101,22075,101,232,17702,4373
54,22129,54,233,17748,4381
101,22230,101,234,17829,4401
101,22331,101,235,17911,4420
55,22386,55,236,17958,4428
102,22488,102,237,18040,4448
101,22589,101,238,18125,4464
101,22690,101,239,18206,4484
101,22791,101,240,18285,4506
67,22858,67,241,18343,4515
101,22959,101,242,18426,4533
101,23060,101,243,18509,4551
101,23161,101,244,18592,4569
101,23262,101,245,18674,4588
101,23363,101,246,18755,4608
103,23466,103,247,18839,4627
101,23567,101,248,18920,4647
101,23668,101,249,18998,4670
101,23769,101,250,19087,4682
101,23870,101,251,19169,4701
101,23971,101,252,19252,4719
101,24072,101,253,19338,4734
101,24173,101,254,19418,4755
38,24211,38,255,19454,4757
101,24312,101,256,19535,4777
105,24417,105,257,19621,4796
101,24518,101,258,19698,4820
101,24619,101,259,19783,4836
101,24720,101,260,19866,4854
101,24821,101,261,19946,4875
101,24922,101,262,20025,4897
88,25010,88,263,20103,4907
101,25111,101,264,20183,4928
57,25168,57,265,20234,4934
101,25269,101,266,20315,4954
101,25370,101,267,20394,4976
32,25402,32,268,20422,4980
101,25503,101,269,20503,5000
101,25604,101,270,20586,5018
101,25705,101,271,20672,5033
101,25806,101,272,20757,5049
101,25907,101,273,20839,5068
101,26008,101,274,20917,5091
45,26053,45,275,20955,5098
101,26154,101,276,21031,5123
