iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep
3,3,0,0.0,1,3,0
9,12,0,0.0,2,8,4
6,18,0,0.0,3,11,7
4,22,0,0.0,4,12,10
5,27,0,0.0,5,17,10
10,37,0,0.0,6,25,12
3,40,0,0.0,7,27,13
22,62,0,0.0,8,40,22
7,69,0,0.0,9,45,24
9,78,0,0.0,10,52,26
9,87,0,0.0,11,57,30
4,91,0,0.0,12,61,30
12,103,0,0.0,13,72,31
14,117,0,0.0,14,84,33
7,124,0,0.0,15,88,36
2,126,0,0.0,16,89,37
11,137,0,0.0,17,97,40
24,161,0,0.0,18,120,41
5,166,0,0.0,19,123,43
11,177,0,0.0,20,132,45
11,188,0,0.0,21,142,46
9,197,0,0.0,22,149,48
8,205,0,0.0,23,154,51
14,219,0,0.0,24,165,54
5,224,0,0.0,25,169,55
6,230,0,0.0,26,175,55
3,233,0,0.0,27,178,55
6,239,0,0.0,28,182,57
14,253,0,0.0,29,192,61
17,270,0,0.0,30,205,65
7,277,0,0.0,31,210,67
15,292,0,0.0,32,222,70
7,299,0,0.0,33,226,73
6,305,0,0.0,34,230,75
5,310,0,0.0,35,234,76
9,319,0,0.0,36,241,78
8,327,0,0.0,37,247,80
4,331,0,0.0,38,251,80
7,338,0,0.0,39,256,82
4,342,0,0.0,40,259,83
13,355,0,0.0,41,270,85
2,357,0,0.0,42,272,85
8,365,0,0.0,43,280,85
9,374,0,0.0,44,288,86
2,376,0,0.0,45,290,86
8,384,0,0.0,46,297,87
11,395,0,0.0,47,307,88
4,399,0,0.0,48,311,88
3,402,0,0.0,49,314,88
9,411,0,0.0,50,322,89
5,416,0,0.0,51,327,89
5,421,0,0.0,52,331,90
6,427,0,0.0,53,337,90
6,433,0,0.0,54,342,91
8,441,0,0.0,55,349,92
5,446,0,0.0,56,354,92
5,451,0,0.0,57,357,94
10,461,0,0.0,58,364,97
3,464,0,0.0,59,366,98
6,470,0,0.0,60,371,99
28,498,0,0.0,61,391,107
3,501,0,0.0,62,393,108
3,504,0,0.0,63,396,108
10,514,1,1.0,64,404,110
2,516,1,0.0,65,404,112
2,518,1,0.0,66,405,113
14,532,1,0.0,67,407,125
13,545,1,0.0,68,412,133
7,552,1,0.0,69,412,140
7,559,1,0.0,70,414,145
6,565,1,0.0,71,416,149
4,569,1,0.0,72,416,153
4,573,1,0.0,73,417,156
5,578,1,0.0,74,419,159
3,581,1,0.0,75,419,162
6,587,1,0.0,76,421,166
2,589,1,0.0,77,422,167
7,596,1,0.0,78,425,171
30,626,2,1.0,79,429,197
11,637,2,0.0,80,429,208
9,646,2,0.0,81,430,216
10,656,2,0.0,82,431,225
6,662,2,0.0,83,431,231
9,671,2,0.0,84,431,240
2,673,2,0.0,85,431,242
5,678,2,0.0,86,431,247
11,689,2,0.0,87,433,256
4,693,2,0.0,88,433,260
7,700,2,0.0,89,433,267
7,707,2,0.0,90,433,274
6,713,2,0.0,91,433,280
15,728,2,0.0,92,433,295
7,735,2,0.0,93,433,302
3,738,2,0.0,94,433,305
4,742,2,0.0,95,435,307
6,748,2,0.0,96,435,313
7,755,2,0.0,97,435,320
16,771,2,0.0,98,437,334
3,774,2,0.0,99,437,337
10,784,2,0.0,100,438,346
16,800,2,0.0,101,439,361
19,819,2,0.0,102,440,379
5,824,2,0.0,103,441,383
8,832,2,0.0,104,443,389
13,845,3,1.0,105,443,402
5,850,3,0.0,106,443,407
23,873,3,0.0,107,443,430
9,882,3,0.0,108,443,439
15,897,3,0.0,109,443,454
11,908,4,1.0,110,443,465
8,916,4,0.0,111,443,473
20,936,4,0.0,112,443,493
8,944,5,1.0,113,443,501
5,949,5,0.0,114,443,506
2,951,5,0.0,115,443,508
14,965,5,0.0,116,443,522
3,968,5,0.0,117,443,525
4,972,5,0.0,118,443,529
12,984,5,0.0,119,443,541
5,989,5,0.0,120,443,546
11,1000,5,0.0,121,444,556
11,1011,5,0.0,122,444,567
5,1016,5,0.0,123,444,572
10,1026,5,0.0,124,444,582
7,1033,5,0.0,125,444,589
4,1037,5,0.0,126,444,593
9,1046,5,0.0,127,444,602
5,1051,5,0.0,128,444,607
9,1060,5,0.0,129,444,616
2,1062,5,0.0,130,444,618
5,1067,5,0.0,131,444,623
17,1084,5,0.0,132,444,640
11,1095,6,1.0,133,444,651
8,1103,6,0.0,134,444,659
7,1110,6,0.0,135,444,666
9,1119,6,0.0,136,444,675
7,1126,6,0.0,137,444,682
15,1141,6,0.0,138,444,697
5,1146,6,0.0,139,444,702
15,1161,6,0.0,140,444,717
4,1165,6,0.0,141,444,721
6,1171,6,0.0,142,444,727
6,1177,6,0.0,143,444,733
2,1179,6,0.0,144,444,735
24,1203,6,0.0,145,444,759
4,1207,6,0.0,146,444,763
7,1214,6,0.0,147,444,770
9,1223,6,0.0,148,444,779
11,1234,7,1.0,149,444,790
4,1238,7,0.0,150,445,793
2,1240,7,0.0,151,445,795
8,1248,7,0.0,152,445,803
2,1250,7,0.0,153,445,805
3,1253,7,0.0,154,445,808
6,1259,7,0.0,155,445,814
2,1261,7,0.0,156,445,816
5,1266,7,0.0,157,445,821
2,1268,7,0.0,158,445,823
3,1271,7,0.0,159,445,826
3,1274,7,0.0,160,445,829
4,1278,7,0.0,161,445,833
3,1281,7,0.0,162,445,836
6,1287,7,0.0,163,445,842
2,1289,7,0.0,164,445,844
5,1294,7,0.0,165,445,849
5,1299,7,0.0,166,445,854
9,1308,7,0.0,167,445,863
2,1310,7,0.0,168,445,865
11,1321,8,1.0,169,445,876
9,1330,8,0.0,170,445,885
18,1348,9,1.0,171,445,903
7,1355,9,0.0,172,445,910
8,1363,9,0.0,173,445,918
8,1371,9,0.0,174,445,926
6,1377,9,0.0,175,445,932
14,1391,10,1.0,176,445,946
9,1400,10,0.0,177,445,955
8,1408,10,0.0,178,445,963
5,1413,10,0.0,179,445,968
9,1422,10,0.0,180,445,977
6,1428,10,0.0,181,445,983
5,1433,10,0.0,182,445,988
7,1440,10,0.0,183,445,995
23,1463,10,0.0,184,445,1018
5,1468,10,0.0,185,445,1023
11,1479,11,1.0,186,445,1034
3,1482,11,0.0,187,445,1037
11,1493,11,0.0,188,445,1048
4,1497,11,0.0,189,445,1052
12,1509,11,0.0,190,445,1064
4,1513,11,0.0,191,445,1068
10,1523,11,0.0,192,445,1078
4,1527,11,0.0,193,445,1082
7,1534,11,0.0,194,445,1089
5,1539,11,0.0,195,445,1094
14,1553,12,1.0,196,445,1108
45,1598,13,1.0,197,445,1153
21,1619,13,0.0,198,445,1174
18,1637,13,0.0,199,445,1192
6,1643,13,0.0,200,445,1198
9,1652,13,0.0,201,445,1207
9,1661,13,0.0,202,445,1216
2,1663,13,0.0,203,445,1218
2,1665,13,0.0,204,445,1220
11,1676,13,0.0,205,445,1231
6,1682,13,0.0,206,445,1237
28,1710,13,0.0,207,445,1265
8,1718,13,0.0,208,445,1273
4,1722,13,0.0,209,445,1277
7,1729,13,0.0,210,445,1284
12,1741,13,0.0,211,445,1296
23,1764,13,0.0,212,445,1319
6,1770,13,0.0,213,445,1325
6,1776,13,0.0,214,445,1331
2,1778,13,0.0,215,445,1333
16,1794,13,0.0,216,445,1349
2,1796,13,0.0,217,445,1351
12,1808,13,0.0,218,445,1363
2,1810,13,0.0,219,445,1365
6,1816,13,0.0,220,445,1371
5,1821,13,0.0,221,445,1376
6,1827,13,0.0,222,445,1382
4,1831,13,0.0,223,445,1386
15,1846,13,0.0,224,445,1401
7,1853,13,0.0,225,445,1408
10,1863,13,0.0,226,445,1418
5,1868,13,0.0,227,445,1423
11,1879,14,1.0,228,445,1434
13,1892,14,0.0,229,445,1447
5,1897,14,0.0,230,445,1452
6,1903,14,0.0,231,445,1458
6,1909,14,0.0,232,445,1464
3,1912,14,0.0,233,445,1467
10,1922,14,0.0,234,445,1477
3,1925,14,0.0,235,445,1480
