successes,iteration_mean,iteration_std,successes_episode_mean,successes_episode_std,reward_episode_mean,reward_episode_std,episode_count_mean,episode_count_std,random_act_mean,random_act_std,timestep_mean,timestep_std,epsilon_mean,epsilon_std
86,24.013370157754213,14.261469149710068,0.0,0.0,0.0,0.0,3.4884613038598546,0.9631617028186056,84.94080888247555,1.050132127657914,1.0591911175244508,1.0501321276579105,0.9757169435656758,0.009329522596713253
93,25.788569128134345,12.237330457613137,0.0,0.0,0.0,0.0,3.766618357487923,1.0279388277345969,91.85433862433862,1.0578967829739145,1.1456613756613756,1.0578967829739137,0.9730386609813024,0.009929714440447409
95,26.075534438722844,11.891930415048805,0.0,0.0,0.0,0.0,3.8445572248470796,1.0481059389565923,93.80873151539818,1.0440124027165953,1.191268484601818,1.0440124027165965,0.9722900885642933,0.010116562832649577
96,26.149352191018856,11.831165668663747,0.0,0.0,0.0,0.0,3.8879358296024957,1.0642112991279018,94.78592796092795,1.038007086460306,1.214072039072039,1.0380070864603073,0.9718748270453818,0.010265826787936834
100,33.488856532356536,25.99631449247361,0.0,0.0,0.0,0.0,3.777913919413919,1.451400925841737,98.82524236874237,1.0469192030634842,1.174757631257631,1.0469192030634842,0.9729779451583374,0.01403648683307984
104,32.104165658013486,22.711694471663723,0.0,0.0,0.0,0.0,3.9740768965334183,1.517893911190997,102.74314957264957,1.052810114851261,1.2568504273504273,1.052810114851265,0.9710972300699474,0.014644901947309672
106,31.66999015548248,21.01552885286295,0.0,0.0,0.0,0.0,4.055818515812122,1.5298600610479456,104.70210317460317,1.0595490430580194,1.2978968253968255,1.0595490430580203,0.9703120737774565,0.014748916430977007
107,31.650644339700854,19.998602641514395,0.0,0.0,0.0,0.0,4.089915131903086,1.5316565267426958,105.67512836267674,1.075313532757301,1.32487163732325,1.0753135327572991,0.9699845605963621,0.01476055289009386
108,31.717165870858004,19.05072200570338,0.0,0.0,0.0,0.0,4.1235525643205815,1.534283630474578,106.64861273442379,1.091730532178343,1.3513872655762058,1.091730532178339,0.969661770711763,0.014780655729510296
109,31.815354068681813,18.104967500015608,0.0,0.0,0.0,0.0,4.155523330071411,1.5359601573086012,107.62376377283752,1.1091557080087542,1.3762362271624944,1.1091557080087509,0.9693553889776533,0.014791333885556675
110,31.92914377026502,17.192182523635402,0.0,0.0,0.0,0.0,4.186554246198179,1.5378202550074902,108.59628323230386,1.1259009918523497,1.4037167676961517,1.1259009918523448,0.9690583348921378,0.014803731799217831
111,31.762933471848235,16.369675864181986,0.0,0.0,0.0,0.0,4.224251828991614,1.5390158666232676,109.56880269177017,1.1429259292688159,1.4311973082298088,1.1429259292688136,0.9686978708333023,0.014810350122353192
120,30.370832993889337,13.756874542444091,0.0,0.0,0.0,0.0,4.539218385820843,1.5377547738369315,118.2756596451491,1.378447121621655,1.7243403548509053,1.378447121621657,0.9656848909167897,0.014757453274271852
123,30.695688390125262,13.871095513041583,0.0,0.0,0.0,0.0,4.625318349208364,1.53727985837939,121.15572307405318,1.4314506633727473,1.8442769259468264,1.4314506633727448,0.9648621901203512,0.014737697102313053
128,32.95102709399673,13.879817586481831,0.0,0.0,0.0,0.0,4.767079157752782,1.5416220829757568,125.95582878889331,1.5289894510349125,2.0441712111066948,1.5289894510349094,0.963510114031882,0.014758596379684673
132,34.92831393010978,13.78546737206088,0.0,0.0,0.0,0.0,4.866837010937523,1.534302282823374,129.7968657417178,1.6140981433288673,2.203134258282209,1.614098143328862,0.9625582478511621,0.01467276267904818
137,36.5583966175962,11.941660496047458,0.0,0.0,0.0,0.0,4.9997268517400055,1.5211999197636958,134.58996940842684,1.720951705886496,2.4100305915731575,1.7209517058864956,0.9612908609142258,0.014528743779755207
138,36.63485303779143,11.761614159904235,0.0,0.0,0.0,0.0,5.032169922539799,1.523154567051017,135.5550417546719,1.7325099637848351,2.4449582453281216,1.7325099637848473,0.9609827298779615,0.014542666726161602
145,36.7450856865487,12.178462530141648,0.0,0.0,0.0,0.0,5.256631900792948,1.5422075182738217,142.27465074248968,1.8156931811804247,2.725349257510305,1.8156931811804207,0.9588522189974992,0.014687161372436043
147,36.10350380597386,11.988599757635805,0.0,0.0,0.0,0.0,5.332302356118024,1.5486402489539184,144.1906928708772,1.8462336521849072,2.8093071291227973,1.8462336521848937,0.9581346626624345,0.014738233151231734
148,35.43547956779524,12.109788170128967,0.0,0.0,0.0,0.0,5.377059876887065,1.551261909298132,145.14549534566817,1.8606054342188885,2.8545046543318433,1.860605434218892,0.9577110117420427,0.014758456025631615
156,32.518642581309436,13.607016433109285,0.0,0.0,0.0,0.0,5.668368587598287,1.5737629328850957,152.70115652330614,2.089372668064309,3.298843476693866,2.089372668064323,0.9549591258569329,0.014951529176237495
158,31.602698640810434,14.989932045152713,0.0,0.0,0.0,0.0,5.744256989765889,1.5781605275095905,154.5870105932258,2.14598475916296,3.4129894067741673,2.14598475916295,0.9542419924844587,0.014987502992176148
163,32.72855848653263,14.287553352667306,0.0,0.0,0.0,0.0,5.87563009308699,1.5816616820318419,159.3438951852745,2.261472875590692,3.6561048147255044,2.2614728755906954,0.9530037956037767,0.015002097435266393
171,33.90119523675558,15.377442848536573,0.0,0.0,0.0,0.0,6.1327478795151205,1.5703137445478275,166.98071698416527,2.483434326664233,4.0192830158347395,2.483434326664238,0.9505810571772457,0.01487042956072602
174,34.45343401808919,16.41772920356691,0.0,0.0,0.0,0.0,6.22604204942567,1.569620583180621,169.8382751587493,2.5684445660653825,4.161724841250703,2.5684445660653865,0.9497026863560614,0.014854360785228842
177,35.79519514148751,16.426496960829475,0.0,0.0,0.0,0.0,6.297148237826204,1.5741731103651375,172.69074858757062,2.65093998342373,4.309251412429378,2.650939983423739,0.9490347906321281,0.014886091958377066
184,38.71062452914009,16.941951078928543,0.0,0.0,0.0,0.0,6.451895882724759,1.5729806238089448,179.31967632352982,2.825596885969592,4.680323676470175,2.825596885969598,0.9475828158461962,0.014848521674406662
188,40.56749327013637,17.358774378929738,0.0,0.0,0.0,0.0,6.54421921227718,1.566722180710718,183.12192074407795,2.942134842241435,4.878079255922059,2.9421348422414293,0.9467172435316847,0.014775990974401987
191,41.80370126944002,17.388541757860924,0.0,0.0,0.0,0.0,6.612862308842095,1.5625669446362336,185.97779986368482,3.0248225849130495,5.022200136315169,3.024822584913059,0.9460739881941441,0.01472659345215153
203,43.75896967709103,17.362494719642335,0.0,0.0,0.0,0.0,6.919001326668386,1.5630053067679137,197.28450342529948,3.376599501419144,5.71549657470052,3.3765995014191432,0.9432132892906526,0.014688674842917629
206,44.26853145985485,17.71637001818078,0.0,0.0,0.0,0.0,6.992544059848365,1.5630180017657407,200.0852484646393,3.4641501537615524,5.914751535360688,3.464150153761552,0.9425264607641868,0.014678211536747941
213,44.95069517566246,18.164438456827714,0.0,0.0,0.0,0.0,7.159021325217571,1.5877188864298875,206.6048163471299,3.625934430513594,6.395183652870072,3.6259344305136043,0.9409786801776112,0.014891280020672144
222,44.35476281027224,21.805260775504006,0.0,0.0,0.0,0.0,7.416154432640317,1.717104514871683,215.12393609215033,3.808267342227059,6.8760639078496695,3.8082673422270705,0.9386058147003917,0.01603342528459509
225,45.23872738412768,21.88080338076016,0.0,0.0,0.0,0.0,7.481575613375436,1.7320340537089438,217.87233832599773,3.912301623367706,7.1276616740022884,3.9123016233676955,0.9380005416464368,0.01615884134132354
228,45.54068279067983,21.181246423967526,0.0,0.0,0.0,0.0,7.5519242196262155,1.7364982088657002,220.61191703043332,4.012894234224241,7.388082969566672,4.012894234224237,0.9373485390212565,0.016183926769434594
233,45.573864581522855,20.85712196802118,0.0,0.0,0.0,0.0,7.691372668911621,1.753208611901191,225.20490856485304,4.214320476274,7.7950914351469525,4.214320476274003,0.9360592079759777,0.016311542252529922
234,45.304145007488074,20.71334730790889,0.0,0.0,0.0,0.0,7.722567443514464,1.7556872158769365,226.12020178699123,4.25484065849237,7.879798213008772,4.254840658492366,0.9357708385003285,0.016329301135362007
238,44.377647663729896,20.49441906578007,0.0,0.0,0.0,0.0,7.852108446687742,1.7686441134502784,229.7385175326868,4.431473223191171,8.26148246731319,4.431473223191163,0.934574942619103,0.016428176946206668
242,42.901920315004006,20.56892973544851,0.0,0.0,0.0,0.0,7.987213284933054,1.7889518820731771,233.35325652726465,4.631384915942338,8.646743472735341,4.631384915942328,0.9333290523375034,0.016593653013810283
245,42.54598194631673,19.930142965583553,0.0,0.0,0.0,0.0,8.070113342188465,1.7943364062159082,236.02231077319803,4.77521904076435,8.977689226801955,4.775219040764368,0.9325641696717364,0.01662653817301053
249,41.8097373756823,19.962662369127433,0.0,0.0,0.0,0.0,8.18143726569634,1.8047790596909938,239.70278889821066,4.805858663332929,9.297211101789324,4.8058586633329385,0.9315388379769907,0.016696905973228975
250,41.563681128984534,20.070896304155674,0.0,0.0,0.0,0.0,8.209574244125328,1.8073052457138474,240.62462201575514,4.816142969058325,9.375377984244858,4.816142969058331,0.9312798567879972,0.016713923681888815
253,40.48746001573246,20.52118215274217,0.0,0.0,0.0,0.0,8.29914066222735,1.8181585129678977,243.4232637579139,4.829701850000977,9.576736242086088,4.829701850000975,0.930456616155964,0.016794786072826563
255,40.09331260689775,20.618159430422885,0.0,0.0,0.0,0.0,8.362184940962031,1.8255317736197785,245.2990249193531,4.853894613693761,9.700975080646908,4.853894613693762,0.9298780964829021,0.016850391527978258
259,39.682795567006096,20.71761106607231,0.0,0.0,0.0,0.0,8.47663328679118,1.837879898241504,249.07065306233727,4.901257119745209,9.929346937662727,4.9012571197452095,0.9288286459321057,0.016938387525834105
267,37.65130397088292,23.301684401584303,0.0,0.0,0.0,0.0,8.770889455573666,1.7430880310333703,256.6374387600703,5.061195858750457,10.362561239929661,5.061195858750477,0.9261133937400471,0.015973522778021373
268,37.4570150167293,23.78013636413206,0.0,0.0,0.0,0.0,8.805166838452553,1.7283077206083302,257.5710420743278,5.095181172551362,10.428957925672211,5.0951811725513645,0.9257964926789926,0.0158281713596865
271,38.20048148760179,23.655329470528688,0.0,0.0,0.0,0.0,8.86966565375588,1.738696711949919,260.33285201710015,5.133792807233236,10.667147982899863,5.1337928072332275,0.9252077335149416,0.015914687200451486
276,40.02008469663169,23.58476470774278,0.0,0.0,0.0,0.0,8.972428830776575,1.753998742667998,264.95007313384195,5.185578312910142,11.049926866158069,5.185578312910144,0.9242704661836407,0.016039756005701972
279,41.46844002864303,23.414316874365593,0.0,0.0,0.0,0.0,9.029691132593388,1.7610531850050373,267.6962299797112,5.22896564368294,11.303770020288818,5.228965643682937,0.923748722661383,0.016094855785440978
287,44.79431065759637,21.98376395631143,0.0,0.0,0.0,0.0,9.186932728647013,1.7789633963628717,275.0275200302343,5.342300863757245,11.972479969765683,5.342300863757235,0.9223165000530378,0.016234291994623805
293,47.153375283446714,21.32375714639566,0.0,0.0,0.0,0.0,9.310503023431595,1.7868515407769103,280.5147093726379,5.424854106544326,12.485290627362057,5.424854106544332,0.9211914912890495,0.01628906728517267
309,53.0249039408867,21.979348527827764,0.0,0.0,0.0,0.0,9.631196223316913,1.8130161134271237,294.9993522167488,5.496898592908091,14.00064778325123,5.4968985929080905,0.9182767318887327,0.016480033959848678
313,53.20834166080225,22.81099126521961,0.0,0.0,0.0,0.0,9.730628782547502,1.826687688683347,298.63088329814684,5.523442539177119,14.369116701853155,5.523442539177105,0.917375324431822,0.016593657582899796
315,52.9358972554539,22.680486598182235,0.0,0.0,0.0,0.0,9.782426694815857,1.833528699536273,300.43624067558056,5.533630231211164,14.563759324419422,5.53363023121116,0.916905874551938,0.016650655860627767
316,52.83883761435609,22.641933628776886,0.0,0.0,0.0,0.0,9.808202498240675,1.8372997204509147,301.3357173938541,5.53621658209319,14.664282606145907,5.5362165820931795,0.916672610403098,0.016682683237638402
318,51.98066809668164,22.89303840701883,0.0,0.0,0.0,0.0,9.871057087821866,1.8671354237742415,303.14377601093486,5.530636173065813,14.856223989065123,5.53063617306582,0.9161076890974194,0.016938503874211183
319,51.57148809974918,23.12277444232359,0.0,0.0,0.0,0.0,9.901103430231508,1.8813880322016465,304.04671008138,5.528955700570955,14.953289918619967,5.52895570057096,0.915837750503151,0.017060246119314754
322,50.404743563497256,24.24306520182052,0.0,0.0,0.0,0.0,9.98802276049074,1.9233284113894058,306.72880774726093,5.547416635406796,15.27119225273905,5.547416635406804,0.915057192556896,0.017417552429505934
324,49.68096031882731,25.277882550315923,0.0,0.0,0.0,0.0,10.043154061592485,1.9507176272635096,308.5472739838159,5.587126530558563,15.452726016184144,5.587126530558561,0.9145625284605844,0.017650065360435008
329,49.403645064295304,26.452520635252455,0.0,0.0,0.0,0.0,10.165506123870655,2.0135995150699593,313.073201479965,5.6966204959534945,15.926798520034973,5.696620495953493,0.9134667973615684,0.018178513688857124
339,52.37750458372134,25.295913986207992,0.0,0.0,0.0,0.0,10.35180569002244,2.0215394728950566,322.1093869565939,5.948728083096138,16.890613043406148,5.948728083096144,0.9117872113793789,0.018218048424259645
342,52.599662439549135,25.184967317663336,0.0,0.0,0.0,0.0,10.421445559867973,2.0150236594025506,324.8214925995825,6.026804437705943,17.178507400417498,6.026804437705958,0.9111587595254378,0.018150007565249014
344,50.77576767676767,21.629885324378876,0.0,0.0,0.0,0.0,10.485872139764997,2.007724036300691,326.6375630282416,6.074035372935114,17.3624369717584,6.074035372935118,0.9105779216505606,0.018079784773005196
352,44.015867724867725,23.07074295637518,0.0,0.0,0.0,0.0,10.72415551776266,2.011724624909491,333.9601135676493,6.315452532215375,18.03988643235072,6.315452532215373,0.9084337100539992,0.018101284946347867
355,44.303524290524294,24.123218506356594,0.0,0.0,0.0,0.0,10.795586614443756,2.0140113200315173,336.7042672988388,6.4101121098235225,18.295732701161274,6.410112109823543,0.9077926326050519,0.018115031253466633
362,47.43255876461846,24.188672030512446,0.0,0.0,0.0,0.0,10.928956934560345,2.0380097174444294,343.0779083432559,6.653548800563952,18.922091656744108,6.6535488005639545,0.9066005581016423,0.01831372802831049
368,49.501578109760416,25.00221860004654,0.0,0.0,0.0,0.0,11.068529453843952,2.050871165828799,348.60225372826653,6.886625463905355,19.397746271733478,6.8866254639053555,0.9053525204942442,0.018416921991817093
370,49.25687027242678,23.492123451231596,0.0,0.0,0.0,0.0,11.122577436462297,2.0400295888254885,350.4346545708891,6.946145066900189,19.565345429110888,6.946145066900201,0.9048668959992068,0.018309014881122705
371,48.96507190931551,23.111181113238374,0.0,0.0,0.0,0.0,11.156545872215915,2.0384377720159685,351.36196610331154,6.96843519245413,19.63803389668848,6.968435192454114,0.9045632947868354,0.01828905392295081
378,46.40974205479536,23.28112768705669,0.0,0.0,0.0,0.0,11.39895812712444,2.0474751609662447,357.8106757877973,7.082581834112531,20.189324212202678,7.08258183411251,0.9023984672765513,0.01832611304331218
383,46.92179092718244,22.40804537807744,0.0,0.0,0.0,0.0,11.502605427428557,2.022419892266404,362.28543147376007,7.181486396176029,20.71456852623991,7.18148639617605,0.9014704490458112,0.018072646312090046
389,47.06937326377441,23.956989239619865,0.0,0.0,0.0,0.0,11.627191831399369,1.9946683494628934,367.665410833603,7.294104996850719,21.33458916639696,7.294104996850724,0.9003559881341829,0.017787728612509535
401,52.62064183306222,23.856630644411275,0.0,0.0,0.0,0.0,11.841039964016314,2.0144315684372422,378.47420072212014,7.630048629543935,22.52579927787989,7.630048629543935,0.8984567875424245,0.017927082845852003
408,54.93965106258268,24.50360116146217,0.0,0.0,0.0,0.0,11.97842207068023,2.036077546731887,384.8238336515939,7.817584557478305,23.176166348406106,7.817584557478308,0.8972397653493787,0.01809677125056915
410,55.338518564453395,25.04052979755911,0.0,0.0,0.0,0.0,12.026554410035944,2.0478275065564864,386.63994499051694,7.874711272023801,23.36005500948309,7.874711272023795,0.8968149342594662,0.018194087012511788
418,56.859914497862164,28.13327554565531,0.0,0.0,0.0,0.0,12.208898582273612,2.1011956947104604,393.9155014573201,8.111820101855901,24.08449854267993,8.111820101855887,0.8952077069017866,0.01863722620566047
422,56.053519600441426,27.662731763744556,0.0,0.0,0.0,0.0,12.311385103061719,2.1300920630335685,397.5626599448761,8.220442640201687,24.437340055123904,8.220442640201707,0.8943049613872255,0.018878793846105562
427,55.751848988160155,25.922043686253062,0.0,0.0,0.0,0.0,12.422491495440617,2.153836701064613,402.1048602913047,8.297921079103228,24.89513970869529,8.297921079103212,0.8933275014502066,0.019071240306340075
436,56.47166239887438,22.990424120093458,0.0,0.0,0.0,0.0,12.604534283773916,2.1839903666155576,410.18210296615825,8.46496750824041,25.817897033841735,8.464967508240429,0.8917263359976466,0.019305858058775664
442,55.84063036843683,22.50311025167172,0.0,0.0,0.0,0.0,12.736022768151802,2.20927737290003,415.57746656211174,8.571353767533862,26.422533437888273,8.571353767533862,0.8905725584252998,0.019506980221777777
444,54.536528855289774,20.488854370074485,0.0,0.0,0.0,0.0,12.789576152500251,2.2047990365537276,417.35851413131115,8.585269650051288,26.641485868688903,8.585269650051293,0.8901006080337661,0.01945763045738339
448,51.78771976838959,17.778996220248946,0.0,0.0,0.0,0.0,12.89474352725776,2.200814285418123,420.8997607848613,8.573197700161858,27.100239215138647,8.573197700161865,0.8891750074093483,0.019405585015666003
449,51.108749615422994,17.43790915412591,0.0,0.0,0.0,0.0,12.918943603065895,2.1978607518424256,421.78817636187915,8.57347469642602,27.211823638120855,8.573474696426002,0.8889618516714158,0.019375627092870034
459,45.607354537369815,20.42251384888857,0.0,0.0,0.0,0.0,13.19118629663112,2.178436757175685,430.8013643901216,8.460866899755908,28.19863560987839,8.460866899755906,0.8865689103356384,0.019168493058544143
461,45.57054301401924,20.646555913216563,0.0,0.0,0.0,0.0,13.239133287356546,2.183731045033907,432.6012156180611,8.43805017228083,28.398784381938878,8.438050172280843,0.8861493258687574,0.01920975490145894
464,46.09227810994577,20.469551562528242,0.0,0.0,0.0,0.0,13.303815678206595,2.1859761685485233,435.2701353171133,8.42462063540341,28.729864682886756,8.42462063540339,0.8855829672589295,0.019222059110047353
465,46.2714490678472,20.439804841389666,0.0,0.0,0.0,0.0,13.32452462330476,2.1870612422844586,436.15388632790837,8.41936264964254,28.846113672091597,8.419362649642533,0.8854017860806437,0.01922903341847313
480,51.5452634363687,16.23917818110409,0.0,0.0,0.0,0.0,13.56140879977722,2.1798378486152243,449.13015148983567,8.586207978316457,30.869848510164296,8.586207978316448,0.8833301427855227,0.019122400551366655
481,51.643195146958305,15.84731106717917,0.0,0.0,0.0,0.0,13.582254841649577,2.1780407929668906,449.99480572643733,8.599061800407833,31.005194273562694,8.599061800407839,0.8831480213581177,0.01910437327381478
493,47.996153451811345,21.464990266081543,0.0,0.0,0.0,0.0,13.910185121895648,2.23475310559491,460.44843434343437,8.735912192218837,32.55156565656566,8.735912192218848,0.8802984068923354,0.01955732252626758
494,48.1172333105491,21.82634798463315,0.0,0.0,0.0,0.0,13.931262645249486,2.2347744148810196,461.3195700615174,8.74837237367163,32.68042993848257,8.748372373671627,0.8801146400200865,0.019554784613476633
495,48.10636872484241,22.089166968670884,0.0,0.0,0.0,0.0,13.954076279714439,2.2332532758275443,462.18688633515603,8.761119508902945,32.813113664843925,8.761119508902944,0.8799156759066242,0.01953886421258537
497,48.79130622009569,21.52865106369504,0.0,0.0,0.0,0.0,13.994370215311005,2.2302942611284315,463.9241855491,8.78315585753424,33.075814450899976,8.783155857534206,0.8795650391676826,0.019507195080447588
505,49.71752236652237,21.50890355400001,0.0,0.0,0.0,0.0,14.191636183261185,2.187641597069557,470.9215027056277,8.937445943686745,34.0784972943723,8.937445943686738,0.8778458789159954,0.019112940156042993
511,49.87158297258297,22.71707272946879,0.0,0.0,0.0,0.0,14.343345057720057,2.165492824668585,476.1431747835498,9.035616894474463,34.85682521645022,9.03561689447446,0.876525531451497,0.01890229829002751
513,50.41579365079365,22.475098212687353,0.0,0.0,0.0,0.0,14.383200396825396,2.1665127598925156,477.86587499999996,9.045669032063389,35.134125,9.045669032063396,0.8761802780965535,0.01890538266038067
519,51.537412698412695,21.532809368193785,0.0,0.0,0.0,0.0,14.506974206349208,2.176134936795259,483.0434821428571,9.069857934255085,35.956517857142856,9.069857934255104,0.8751098544289379,0.018968543223402766
520,51.55574705581157,21.247759052582587,0.0,0.0,0.0,0.0,14.529495647721456,2.1735134353329952,483.91063172043016,9.083127349738133,36.08936827956989,9.083127349738133,0.8749145335113206,0.01894087818878108
524,51.61267422899681,20.44472386447425,0.0,0.0,0.0,0.0,14.613837823466856,2.1618853012603645,487.42723003072194,9.075524120339699,36.572769969278035,9.075524120339697,0.8741838136191065,0.018819696456157227
526,51.370502894954505,20.075153948095647,0.0,0.0,0.0,0.0,14.65838986372051,2.1578959641096125,489.1863228366616,9.073481807658013,36.813677163338454,9.073481807658004,0.873798537170179,0.018774432960911754
540,52.3773035566584,17.93531690482414,0.0,0.0,0.0,0.0,14.940504145496082,2.1582521156632106,501.4072224782386,9.092996659923624,38.59277752176139,9.092996659923639,0.8713653620170645,0.018705368761104443
541,52.37908780833643,17.928470238638933,0.0,0.0,0.0,0.0,14.960541344484696,2.1584700872235016,502.2817373771433,9.095235182637735,38.71826262285664,9.095235182637726,0.8711926532845842,0.018702122918223586
547,50.73979331840465,19.229939596479046,0.0,0.0,0.0,0.0,15.105764538416386,2.187898362754041,507.5038267705719,9.116712875447154,39.496173229428145,9.116712875447154,0.8699476008602771,0.018916366278580673
550,50.141994812934556,20.319876777089544,0.0,0.0,0.0,0.0,15.175645042945257,2.201339171259182,510.0986949966979,9.121544614751507,39.901305003302134,9.121544614751485,0.8693486025292779,0.019012308994304006
557,49.63697631689741,22.995772881340756,0.0,0.0,0.0,0.0,15.34204483427726,2.229452948171098,516.146696962796,9.131713763992574,40.85330303720404,9.13171376399256,0.867923145199776,0.019209063475480185
559,50.042685318029655,23.06097316348573,0.0,0.0,0.0,0.0,15.380212631800688,2.225898070896371,517.8496975245382,9.138969803559224,41.15030247546173,9.13896980355918,0.8675948281503464,0.019168691850238003
560,50.104379224803594,23.189929764436346,0.0,0.0,0.0,0.0,15.401995585893037,2.225030710628364,518.69067148962,9.150757119219085,41.30932851038004,9.150757119219064,0.8674080040512064,0.019156374972685495
563,50.13946094512544,23.803404692131664,0.0,0.0,0.0,0.0,15.477761114836749,2.231576607471408,521.1615100515316,9.224577479309183,41.838489948468336,9.224577479309184,0.8667607953757072,0.019195786711447074
