iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep
200,138,0,-758,1,151,49
200,266,0,-848,2,312,88
84,320,1,-333,3,382,102
200,469,1,-659,4,426,258
200,613,1,-704,5,465,419
200,753,1,-740,6,508,576
200,883,1,-830,7,538,746
200,1021,1,-758,8,574,910
200,1158,1,-767,9,622,1062
145,1244,2,-655,10,660,1169
200,1370,2,-866,11,669,1360
200,1492,2,-902,12,676,1553
200,1623,2,-821,13,680,1749
200,1749,2,-866,14,684,1945
200,1888,2,-749,15,691,2138
200,2025,2,-767,16,699,2330
200,2159,2,-794,17,705,2524
200,2306,2,-677,18,705,2724
200,2435,2,-839,19,712,2917
200,2562,2,-857,20,716,3113
79,2619,3,-256,21,721,3187
200,2752,3,-803,22,722,3386
200,2896,3,-704,23,724,3584
200,3023,3,-857,24,727,3781
200,3159,3,-776,25,730,3978
200,3298,3,-749,26,737,4171
200,3427,3,-839,27,739,4369
200,3555,3,-848,28,742,4566
200,3696,3,-731,29,748,4760
200,3839,3,-713,30,754,4954
200,3974,3,-785,31,757,5151
200,4116,3,-722,32,764,5344
200,4246,3,-830,33,766,5542
200,4368,3,-902,34,771,5737
200,4506,3,-758,35,773,5935
200,4639,3,-803,36,774,6134
200,4770,3,-821,37,776,6332
200,4906,3,-776,38,776,6532
200,5038,3,-812,39,778,6730
200,5187,3,-659,40,783,6925
200,5321,3,-794,41,784,7124
200,5450,3,-839,42,787,7321
200,5574,3,-884,43,792,7516
200,5695,3,-911,44,795,7713
200,5833,3,-758,45,797,7911
123,5915,4,-471,46,800,8031
200,6043,4,-848,47,800,8231
200,6188,4,-695,48,804,8427
200,6309,4,-911,49,808,8623
200,6440,4,-821,50,808,8823
200,6579,4,-749,51,812,9019
200,6714,4,-785,52,814,9217
200,6844,4,-830,53,814,9417
200,6987,4,-713,54,816,9615
200,7121,4,-794,55,817,9814
200,7264,4,-713,56,818,10013
200,7405,4,-731,57,819,10212
200,7545,4,-740,58,820,10411
200,7682,4,-767,59,821,10610
200,7817,4,-785,60,821,10810
200,7958,4,-731,61,823,11008
126,8042,5,-483,62,823,11134
200,8185,5,-713,63,824,11333
200,8309,5,-884,64,826,11531
200,8460,5,-641,65,826,11731
200,8593,5,-803,66,826,11931
200,8732,5,-749,67,826,12131
200,8861,5,-839,68,827,12330
200,9003,5,-722,69,828,12529
182,9128,6,-674,70,829,12710
200,9266,6,-758,71,830,12909
200,9389,6,-893,72,833,13106
200,9522,6,-803,73,835,13304
200,9657,6,-785,74,836,13503
103,9723,7,-415,75,836,13606
133,9814,8,-490,76,836,13739
200,9948,8,-794,77,836,13939
200,10093,8,-695,78,836,14139
200,10232,8,-749,79,836,14339
200,10368,8,-776,80,836,14539
113,10447,9,-398,81,836,14652
200,10581,9,-794,82,836,14852
200,10714,9,-803,83,836,15052
200,10853,9,-749,84,836,15252
200,10981,9,-848,85,836,15452
200,11122,9,-731,86,836,15652
200,11251,9,-839,87,836,15852
200,11389,9,-758,88,836,16052
200,11529,9,-740,89,837,16251
200,11663,9,-794,90,837,16451
200,11798,9,-785,91,837,16651
200,11928,9,-830,92,837,16851
200,12058,9,-830,93,838,17050
173,12185,10,-566,94,838,17223
200,12318,10,-803,95,838,17423
200,12460,10,-722,96,838,17623
200,12590,10,-830,97,838,17823
200,12734,10,-704,98,838,18023
200,12863,10,-839,99,838,18223
200,12995,10,-812,100,838,18423
200,13134,10,-749,101,838,18623
200,13262,10,-848,102,838,18823
200,13397,10,-785,103,838,19023
200,13534,10,-767,104,838,19223
200,13664,10,-830,105,838,19423
200,13794,10,-830,106,838,19623
200,13928,10,-794,107,838,19823
92,13993,11,-314,108,838,19915
200,14116,11,-893,109,838,20115
200,14265,11,-659,110,838,20315
200,14414,11,-659,111,838,20515
200,14549,11,-785,112,838,20715
200,14686,11,-767,113,838,20915
200,14822,11,-776,114,839,21114
200,14959,11,-767,115,839,21314
200,15097,11,-758,116,840,21513
200,15218,11,-911,117,840,21713
200,15352,11,-794,118,840,21913
200,15481,11,-839,119,840,22113
200,15622,11,-731,120,840,22313
128,15716,12,-413,121,840,22441
200,15844,12,-848,122,840,22641
90,15910,13,-285,123,840,22731
200,16042,13,-812,124,840,22931
200,16179,13,-767,125,840,23131
200,16309,13,-830,126,840,23331
200,16447,13,-758,127,840,23531
200,16569,13,-902,128,840,23731
200,16711,13,-722,129,840,23931
200,16835,13,-884,130,840,24131
200,16973,13,-758,131,840,24331
200,17094,13,-911,132,841,24530
200,17236,13,-722,133,841,24730
199,17375,14,-718,134,841,24929
200,17515,14,-740,135,841,25129
