iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
26,26,0,0.0,1,26,0,1.0
25,51,0,0.0,2,51,0,0.9901493354116764
9,60,0,0.0,3,60,0,0.9803966865736877
33,93,0,0.0,4,92,1,0.970741078213023
52,145,0,0.0,5,141,4,0.9611815447608
13,158,0,0.0,6,153,5,0.9517171302557069
33,191,0,0.0,7,186,5,0.9423468882484062
22,213,0,0.0,8,206,7,0.9330698817068888
100,313,0,0.0,9,301,12,0.9238851829227694
49,362,0,0.0,10,345,17,0.9147918734185159
16,378,0,0.0,11,361,17,0.9057890438555999
32,410,0,0.0,12,389,21,0.896875793943563
54,464,0,0.0,13,437,27,0.888051232349986
100,564,0,0.0,14,520,44,0.8793144766113556
43,607,0,0.0,15,559,48,0.8706646530448178
29,636,0,0.0,16,583,53,0.8621008966608072
29,665,0,0.0,17,608,57,0.8536223510765493
49,714,0,0.0,18,652,62,0.8452281684304199
36,750,0,0.0,19,678,72,0.8369175092971592
100,850,0,0.0,20,763,87,0.8286895426039287
36,886,0,0.0,21,793,93,0.820543445547202
81,967,0,0.0,22,855,112,0.8124784035104852
38,1005,0,0.0,23,886,119,0.8044936099828537
100,1105,0,0.0,24,968,137,0.7965882664783007
38,1143,0,0.0,25,998,145,0.7887615824558879
75,1218,0,0.0,26,1055,163,0.7810127752406908
49,1267,0,0.0,27,1093,174,0.7733410699455306
100,1367,0,0.0,28,1170,197,0.7657456993934846
26,1393,0,0.0,29,1190,203,0.7582259040411682
92,1485,0,0.0,30,1264,221,0.7507809319027796
100,1585,0,0.0,31,1332,253,0.7434100384749007
60,1645,0,0.0,32,1379,266,0.7361124866620463
29,1674,0,0.0,33,1403,271,0.7288875467029541
16,1690,0,0.0,34,1416,274,0.7217344960976069
100,1790,0,0.0,35,1481,309,0.7146526195349836
68,1858,0,0.0,36,1535,323,0.7076412088215263
100,1958,0,0.0,37,1597,361,0.7006995628103208
11,1969,0,0.0,38,1608,361,0.6938269873309811
100,2069,0,0.0,39,1680,389,0.6870227951202322
67,2136,0,0.0,40,1722,414,0.680286305753183
100,2236,0,0.0,41,1784,452,0.6736168455752829
15,2251,0,0.0,42,1795,456,0.6670137476349562
92,2343,0,0.0,43,1856,487,0.6604763516169062
35,2378,0,0.0,44,1880,498,0.6540040037760834
86,2464,0,0.0,45,1937,527,0.64759605687231
100,2564,0,0.0,46,1999,565,0.6412518701055556
12,2576,0,0.0,47,2008,568,0.6349708090518567
65,2641,0,0.0,48,2051,590,0.6287522455998737
42,2683,0,0.0,49,2076,607,0.6225955578880794
100,2783,0,0.0,50,2132,651,0.616500130242572
100,2883,0,0.0,51,2197,686,0.6104653531155071
100,2983,0,0.0,52,2257,726,0.6044906230241432
95,3078,0,0.0,53,2317,761,0.5985753424904925
14,3092,0,0.0,54,2329,763,0.5927189199815717
74,3166,0,0.0,55,2376,790,0.5869207698502498
100,3266,0,0.0,56,2437,829,0.5811803122766818
100,3366,0,0.0,57,2484,882,0.5754969732103268
60,3426,0,0.0,58,2520,906,0.5698701843125418
100,3526,0,0.0,59,2570,956,0.564299382899748
100,3626,0,0.0,60,2626,1000,0.558784011887162
100,3726,0,0.0,61,2682,1044,0.5533235197330862
100,3826,0,0.0,62,2736,1090,0.5479173603837548
100,3926,0,0.0,63,2794,1132,0.5425649932187278
100,4026,0,0.0,64,2846,1180,0.5372658829968282
97,4123,0,0.0,65,2904,1219,0.5320194998026181
30,4153,0,0.0,66,2917,1236,0.5268253189934059
43,4196,0,0.0,67,2938,1258,0.5216828211467822
100,4296,0,0.0,68,2993,1303,0.516591492008677
87,4383,0,0.0,69,3036,1347,0.5115508224419336
100,4483,0,0.0,70,3088,1395,0.5065603083753949
100,4583,0,0.0,71,3138,1445,0.5016194507534953
100,4683,0,0.0,72,3190,1493,0.49672775548635545
100,4783,0,0.0,73,3234,1549,0.491884733400372
100,4883,0,0.0,74,3284,1599,0.48708990018930043
59,4942,0,0.0,75,3311,1631,0.48234277636582407
31,4973,0,0.0,76,3327,1646,0.47764288721360454
100,5073,0,0.0,77,3377,1696,0.47298976273981014
39,5112,0,0.0,78,3401,1711,0.4683829376281158
100,5212,0,0.0,79,3449,1763,0.4638219511921713
67,5279,0,0.0,80,3479,1800,0.4593063473295323
71,5350,0,0.0,81,3513,1837,0.45483567447604933
83,5433,0,0.0,82,3558,1875,0.4504094855607117
69,5502,0,0.0,83,3585,1917,0.44602733796093924
62,5564,0,0.0,84,3615,1949,0.4416887934583202
100,5664,0,0.0,85,3658,2006,0.43739341819478894
100,5764,0,0.0,86,3707,2057,0.43314078262923944
100,5864,0,0.0,87,3743,2121,0.4289304614945713
59,5923,0,0.0,88,3765,2158,0.42476203375516264
56,5979,0,0.0,89,3792,2187,0.42063508256476556
100,6079,0,0.0,90,3838,2241,0.41654919522482203
100,6179,0,0.0,91,3888,2291,0.4125039631431931
100,6279,0,0.0,92,3930,2349,0.40849898179329963
71,6350,0,0.0,93,3957,2393,0.404533850673669
71,6421,0,0.0,94,3984,2437,0.40060817326788506
100,6521,0,0.0,95,4022,2499,0.3967215570049359
100,6621,0,0.0,96,4064,2557,0.3928736132199562
98,6719,0,0.0,97,4100,2619,0.38906395711536096
100,6819,0,0.0,98,4133,2686,0.38529220772236483
100,6919,0,0.0,99,4168,2751,0.3815579878628856
100,7019,0,0.0,100,4201,2818,0.37786092411182526
100,7119,0,0.0,101,4242,2877,0.3742006467597279
100,7219,0,0.0,102,4269,2950,0.3705767897758081
94,7313,0,0.0,103,4298,3015,0.3669889907713475
100,7413,0,0.0,104,4332,3081,0.36343689096345594
81,7494,0,0.0,105,4365,3129,0.35992013513919235
100,7594,0,0.0,106,4401,3193,0.35643837162004377
100,7694,0,0.0,107,4431,3263,0.3529912522267568
89,7783,0,0.0,108,4466,3317,0.34957843224451957
72,7855,0,0.0,109,4490,3365,0.34619957038848975
100,7955,0,0.0,110,4521,3434,0.34285432876966604
100,8055,0,0.0,111,4553,3502,0.3395423728610988
100,8155,0,0.0,112,4588,3567,0.3362633714644372
100,8255,0,0.0,113,4616,3639,0.33301699667680906
71,8326,0,0.0,114,4643,3683,0.3298029238580304
100,8426,0,0.0,115,4677,3749,0.3266208315981408
100,8526,0,0.0,116,4704,3822,0.32347040168526264
100,8626,0,0.0,117,4734,3892,0.3203513190737793
89,8715,0,0.0,118,4758,3957,0.3172632718528302
96,8811,0,0.0,119,4785,4026,0.31420595121511996
100,8911,0,0.0,120,4815,4096,0.311179051426037
100,9011,0,0.0,121,4846,4165,0.3081822697930801
100,9111,0,0.0,122,4872,4239,0.3052153066355885
100,9211,0,0.0,123,4910,4301,0.30227786525477407
48,9259,0,0.0,124,4919,4340,0.29936965190405085
100,9359,0,0.0,125,4952,4407,0.29649037575966014
100,9459,0,0.0,126,4984,4475,0.29363974889158817
66,9525,0,0.0,127,5002,4523,0.2908174862347727
100,9625,0,0.0,128,5034,4591,0.28802330556059597
100,9725,0,0.0,129,5060,4665,0.2852569274486622
100,9825,0,0.0,130,5085,4740,0.2825180752588548
100,9925,0,0.0,131,5112,4813,0.27980647510367246
100,10025,0,0.0,132,5146,4879,0.2771218558208399
100,10125,0,0.0,133,5174,4951,0.27446394894619186
100,10225,0,0.0,134,5214,5011,0.27183248868682575
100,10325,0,0.0,135,5241,5084,0.26922721189452276
100,10425,0,0.0,136,5269,5156,0.2666478580394326
100,10525,0,0.0,137,5285,5240,0.26409416918402034
100,10625,0,0.0,138,5305,5320,0.26156588995727226
100,10725,0,0.0,139,5325,5400,0.2590627675291589
