iteration,successes,reward_episode,episode_count,random_act,timestep,epsilon
101,101,202,1,101,0,1.0
101,202,202,2,202,0,0.9901493354116764
101,303,202,3,302,1,0.9803966865736877
101,404,202,4,401,3,0.970741078213023
101,505,202,5,499,6,0.9611815447608
101,606,202,6,597,9,0.9517171302557069
101,707,202,7,690,17,0.9423468882484062
101,808,202,8,784,24,0.9330698817068888
101,909,202,9,875,34,0.9238851829227694
101,1010,202,10,967,43,0.9147918734185159
101,1111,202,11,1062,49,0.9057890438555999
101,1212,202,12,1153,59,0.896875793943563
101,1313,202,13,1244,69,0.888051232349986
101,1414,202,14,1335,79,0.8793144766113556
101,1515,202,15,1428,87,0.8706646530448178
101,1616,202,16,1519,97,0.8621008966608072
101,1717,202,17,1601,116,0.8536223510765493
101,1818,202,18,1687,131,0.8452281684304199
101,1919,202,19,1763,156,0.8369175092971592
101,2020,202,20,1846,174,0.8286895426039287
101,2121,202,21,1927,194,0.820543445547202
101,2222,202,22,2012,210,0.8124784035104852
101,2323,202,23,2097,226,0.8044936099828537
101,2424,202,24,2170,254,0.7965882664783007
101,2525,202,25,2252,273,0.7887615824558879
101,2626,202,26,2325,301,0.7810127752406908
101,2727,202,27,2405,322,0.7733410699455306
101,2828,202,28,2488,340,0.7657456993934846
101,2929,202,29,2568,361,0.7582259040411682
101,3030,202,30,2636,394,0.7507809319027796
101,3131,202,31,2710,421,0.7434100384749007
101,3232,202,32,2778,454,0.7361124866620463
101,3333,202,33,2849,484,0.7288875467029541
101,3434,202,34,2923,511,0.7217344960976069
101,3535,202,35,3004,531,0.7146526195349836
101,3636,202,36,3078,558,0.7076412088215263
101,3737,202,37,3147,590,0.7006995628103208
101,3838,202,38,3221,617,0.6938269873309811
101,3939,202,39,3284,655,0.6870227951202322
101,4040,202,40,3350,690,0.680286305753183
101,4141,202,41,3421,720,0.6736168455752829
101,4242,202,42,3487,755,0.6670137476349562
101,4343,202,43,3557,786,0.6604763516169062
101,4444,202,44,3620,824,0.6540040037760834
101,4545,202,45,3690,855,0.64759605687231
101,4646,202,46,3760,886,0.6412518701055556
101,4747,202,47,3818,929,0.6349708090518567
101,4848,202,48,3885,963,0.6287522455998737
101,4949,202,49,3949,1000,0.6225955578880794
101,5050,202,50,4018,1032,0.616500130242572
101,5151,202,51,4083,1068,0.6104653531155071
101,5252,202,52,4131,1121,0.6044906230241432
101,5353,202,53,4188,1165,0.5985753424904925
101,5454,202,54,4246,1208,0.5927189199815717
101,5555,202,55,4304,1251,0.5869207698502498
101,5656,202,56,4353,1303,0.5811803122766818
101,5757,202,57,4416,1341,0.5754969732103268
101,5858,202,58,4470,1388,0.5698701843125418
101,5959,202,59,4519,1440,0.564299382899748
101,6060,202,60,4567,1493,0.558784011887162
101,6161,202,61,4623,1538,0.5533235197330862
101,6262,202,62,4678,1584,0.5479173603837548
101,6363,202,63,4728,1635,0.5425649932187278
101,6464,202,64,4779,1685,0.5372658829968282
101,6565,202,65,4829,1736,0.5320194998026181
101,6666,202,66,4889,1777,0.5268253189934059
101,6767,202,67,4949,1818,0.5216828211467822
101,6868,202,68,5009,1859,0.516591492008677
101,6969,202,69,5061,1908,0.5115508224419336
101,7070,202,70,5115,1955,0.5065603083753949
101,7171,202,71,5161,2010,0.5016194507534953
101,7272,202,72,5209,2063,0.49672775548635545
101,7373,202,73,5261,2112,0.491884733400372
101,7474,202,74,5303,2171,0.48708990018930043
101,7575,202,75,5348,2227,0.48234277636582407
101,7676,202,76,5392,2284,0.47764288721360454
101,7777,202,77,5442,2335,0.47298976273981014
101,7878,202,78,5488,2390,0.4683829376281158
101,7979,202,79,5525,2454,0.4638219511921713
101,8080,202,80,5567,2513,0.4593063473295323
101,8181,202,81,5614,2567,0.45483567447604933
101,8282,202,82,5665,2617,0.4504094855607117
101,8383,202,83,5713,2670,0.44602733796093924
101,8484,202,84,5758,2726,0.4416887934583202
101,8585,202,85,5797,2788,0.43739341819478894
101,8686,202,86,5838,2848,0.43314078262923944
101,8787,202,87,5882,2905,0.4289304614945713
101,8888,202,88,5930,2958,0.42476203375516264
101,8989,202,89,5981,3008,0.42063508256476556
101,9090,202,90,6024,3066,0.41654919522482203
101,9191,202,91,6066,3125,0.4125039631431931
101,9292,202,92,6106,3186,0.40849898179329963
101,9393,202,93,6147,3246,0.404533850673669
101,9494,202,94,6182,3312,0.40060817326788506
101,9595,202,95,6214,3381,0.3967215570049359
101,9696,202,96,6255,3441,0.3928736132199562
101,9797,202,97,6287,3510,0.38906395711536096
101,9898,202,98,6335,3563,0.38529220772236483
101,9999,202,99,6380,3619,0.3815579878628856
101,10100,202,100,6425,3675,0.37786092411182526
101,10201,202,101,6465,3736,0.3742006467597279
101,10302,202,102,6499,3803,0.3705767897758081
101,10403,202,103,6537,3866,0.3669889907713475
101,10504,202,104,6574,3930,0.36343689096345594
101,10605,202,105,6611,3994,0.35992013513919235
101,10706,202,106,6650,4056,0.35643837162004377
101,10807,202,107,6690,4117,0.3529912522267568
101,10908,202,108,6730,4178,0.34957843224451957
101,11009,202,109,6759,4250,0.34619957038848975
101,11110,202,110,6795,4315,0.34285432876966604
101,11211,202,111,6829,4382,0.3395423728610988
101,11312,202,112,6870,4442,0.3362633714644372
101,11413,202,113,6901,4512,0.33301699667680906
101,11514,202,114,6937,4577,0.3298029238580304
101,11615,202,115,6972,4643,0.3266208315981408
101,11716,202,116,7000,4716,0.32347040168526264
101,11817,202,117,7041,4776,0.3203513190737793
101,11918,202,118,7072,4846,0.3172632718528302
101,12019,202,119,7103,4916,0.31420595121511996
101,12120,202,120,7137,4983,0.311179051426037
101,12221,202,121,7167,5054,0.3081822697930801
101,12322,202,122,7190,5132,0.3052153066355885
101,12423,202,123,7229,5194,0.30227786525477407
101,12524,202,124,7259,5265,0.29936965190405085
101,12625,202,125,7291,5334,0.29649037575966014
101,12726,202,126,7324,5402,0.29363974889158817
101,12827,202,127,7359,5468,0.2908174862347727
101,12928,202,128,7383,5545,0.28802330556059597
101,13029,202,129,7418,5611,0.2852569274486622
101,13130,202,130,7444,5686,0.2825180752588548
101,13231,202,131,7474,5757,0.27980647510367246
101,13332,202,132,7505,5827,0.2771218558208399
101,13433,202,133,7524,5909,0.27446394894619186
101,13534,202,134,7551,5983,0.27183248868682575
101,13635,202,135,7575,6060,0.26922721189452276
101,13736,202,136,7596,6140,0.2666478580394326
101,13837,202,137,7619,6218,0.26409416918402034
101,13938,202,138,7651,6287,0.26156588995727226
101,14039,202,139,7676,6363,0.2590627675291589
101,14140,202,140,7697,6443,0.2565845515853515
101,14241,202,141,7722,6519,0.2541309943021904
