iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
12,12,0,0.0,1,12,0,1.0
9,21,0,0.0,2,21,0,0.9901493354116764
31,52,0,0.0,3,52,0,0.9803966865736877
26,78,0,0.0,4,78,0,0.970741078213023
37,115,0,0.0,5,111,4,0.9611815447608
23,138,0,0.0,6,133,5,0.9517171302557069
82,220,0,0.0,7,211,9,0.9423468882484062
97,317,0,0.0,8,304,13,0.9330698817068888
57,374,0,0.0,9,358,16,0.9238851829227694
15,389,0,0.0,10,371,18,0.9147918734185159
9,398,0,0.0,11,379,19,0.9057890438555999
56,454,0,0.0,12,432,22,0.896875793943563
35,489,0,0.0,13,460,29,0.888051232349986
52,541,0,0.0,14,506,35,0.8793144766113556
26,567,0,0.0,15,528,39,0.8706646530448178
100,667,0,0.0,16,617,50,0.8621008966608072
89,756,0,0.0,17,693,63,0.8536223510765493
8,764,0,0.0,18,700,64,0.8452281684304199
17,781,0,0.0,19,715,66,0.8369175092971592
17,798,0,0.0,20,729,69,0.8286895426039287
98,896,0,0.0,21,805,91,0.820543445547202
11,907,0,0.0,22,812,95,0.8124784035104852
70,977,0,0.0,23,864,113,0.8044936099828537
21,998,0,0.0,24,880,118,0.7965882664783007
13,1011,0,0.0,25,889,122,0.7887615824558879
15,1026,0,0.0,26,900,126,0.7810127752406908
29,1055,0,0.0,27,923,132,0.7733410699455306
40,1095,0,0.0,28,948,147,0.7657456993934846
43,1138,0,0.0,29,979,159,0.7582259040411682
100,1238,0,0.0,30,1055,183,0.7507809319027796
45,1283,0,0.0,31,1090,193,0.7434100384749007
27,1310,0,0.0,32,1114,196,0.7361124866620463
82,1392,0,0.0,33,1169,223,0.7288875467029541
63,1455,0,0.0,34,1215,240,0.7217344960976069
54,1509,0,0.0,35,1254,255,0.7146526195349836
12,1521,0,0.0,36,1263,258,0.7076412088215263
56,1577,0,0.0,37,1307,270,0.7006995628103208
31,1608,0,0.0,38,1328,280,0.6938269873309811
26,1634,0,0.0,39,1347,287,0.6870227951202322
26,1660,0,0.0,40,1368,292,0.680286305753183
8,1668,0,0.0,41,1375,293,0.6736168455752829
15,1683,0,0.0,42,1385,298,0.6670137476349562
80,1763,0,0.0,43,1437,326,0.6604763516169062
26,1789,0,0.0,44,1455,334,0.6540040037760834
25,1814,0,0.0,45,1471,343,0.64759605687231
44,1858,0,0.0,46,1497,361,0.6412518701055556
70,1928,0,0.0,47,1542,386,0.6349708090518567
25,1953,0,0.0,48,1561,392,0.6287522455998737
28,1981,0,0.0,49,1575,406,0.6225955578880794
47,2028,0,0.0,50,1603,425,0.616500130242572
61,2089,0,0.0,51,1640,449,0.6104653531155071
52,2141,0,0.0,52,1669,472,0.6044906230241432
50,2191,0,0.0,53,1702,489,0.5985753424904925
41,2232,0,0.0,54,1723,509,0.5927189199815717
53,2285,0,0.0,55,1754,531,0.5869207698502498
51,2336,0,0.0,56,1786,550,0.5811803122766818
35,2371,0,0.0,57,1808,563,0.5754969732103268
51,2422,0,0.0,58,1839,583,0.5698701843125418
77,2499,0,0.0,59,1890,609,0.564299382899748
22,2521,0,0.0,60,1903,618,0.558784011887162
53,2574,0,0.0,61,1932,642,0.5533235197330862
20,2594,0,0.0,62,1943,651,0.5479173603837548
23,2617,0,0.0,63,1956,661,0.5425649932187278
52,2669,0,0.0,64,1984,685,0.5372658829968282
35,2704,0,0.0,65,2002,702,0.5320194998026181
16,2720,0,0.0,66,2013,707,0.5268253189934059
47,2767,0,0.0,67,2035,732,0.5216828211467822
60,2827,0,0.0,68,2068,759,0.516591492008677
56,2883,0,0.0,69,2093,790,0.5115508224419336
53,2936,0,0.0,70,2116,820,0.5065603083753949
50,2986,0,0.0,71,2138,848,0.5016194507534953
51,3037,0,0.0,72,2163,874,0.49672775548635545
69,3106,0,0.0,73,2201,905,0.491884733400372
63,3169,0,0.0,74,2232,937,0.48708990018930043
94,3263,0,0.0,75,2283,980,0.48234277636582407
23,3286,0,0.0,76,2294,992,0.47764288721360454
26,3312,0,0.0,77,2305,1007,0.47298976273981014
56,3368,0,0.0,78,2330,1038,0.4683829376281158
28,3396,0,0.0,79,2344,1052,0.4638219511921713
80,3476,0,0.0,80,2371,1105,0.4593063473295323
54,3530,0,0.0,81,2395,1135,0.45483567447604933
99,3629,0,0.0,82,2439,1190,0.4504094855607117
