iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep
12,12,0,0.0,1,8,4
14,26,0,0.0,2,16,10
75,101,0,0.0,3,71,30
63,164,0,0.0,4,122,42
26,190,0,0.0,5,143,47
19,209,0,0.0,6,155,54
26,235,0,0.0,7,179,56
18,253,0,0.0,8,192,61
75,328,0,0.0,9,248,80
15,343,0,0.0,10,259,84
33,376,0,0.0,11,290,86
43,419,0,0.0,12,330,89
9,428,0,0.0,13,338,90
38,466,0,0.0,14,367,99
35,501,0,0.0,15,393,108
18,519,0,0.0,16,408,111
16,535,0,0.0,17,421,114
15,550,0,0.0,18,433,117
18,568,0,0.0,19,446,122
27,595,0,0.0,20,469,126
19,614,0,0.0,21,486,128
21,635,0,0.0,22,503,132
64,699,0,0.0,23,553,146
89,788,0,0.0,24,624,164
26,814,0,0.0,25,647,167
94,908,0,0.0,26,725,183
46,954,0,0.0,27,754,200
19,973,0,0.0,28,770,203
53,1026,0,0.0,29,815,211
63,1089,0,0.0,30,865,224
11,1100,0,0.0,31,872,228
18,1118,0,0.0,32,885,233
13,1131,0,0.0,33,897,234
26,1157,0,0.0,34,917,240
46,1203,0,0.0,35,954,249
31,1234,0,0.0,36,979,255
53,1287,0,0.0,37,1025,262
52,1339,0,0.0,38,1068,271
17,1356,0,0.0,39,1080,276
9,1365,0,0.0,40,1087,278
28,1393,0,0.0,41,1107,286
24,1417,0,0.0,42,1126,291
7,1424,0,0.0,43,1131,293
44,1468,0,0.0,44,1164,304
12,1480,0,0.0,45,1173,307
13,1493,0,0.0,46,1186,307
8,1501,0,0.0,47,1192,309
76,1577,0,0.0,48,1253,324
33,1610,0,0.0,49,1282,328
100,1710,0,0.0,50,1362,348
44,1754,0,0.0,51,1400,354
44,1798,0,0.0,52,1436,362
30,1828,0,0.0,53,1459,369
36,1864,0,0.0,54,1489,375
18,1882,0,0.0,55,1501,381
13,1895,0,0.0,56,1512,383
5,1900,0,0.0,57,1516,384
22,1922,0,0.0,58,1537,385
87,2009,0,0.0,59,1607,402
52,2061,0,0.0,60,1648,413
23,2084,0,0.0,61,1665,419
22,2106,0,0.0,62,1685,421
21,2127,0,0.0,63,1701,426
16,2143,0,0.0,64,1714,429
26,2169,0,0.0,65,1734,435
53,2222,0,0.0,66,1774,448
8,2230,0,0.0,67,1779,451
18,2248,0,0.0,68,1794,454
19,2267,0,0.0,69,1809,458
17,2284,0,0.0,70,1820,464
34,2318,0,0.0,71,1848,470
15,2333,0,0.0,72,1860,473
18,2351,0,0.0,73,1873,478
33,2384,0,0.0,74,1901,483
17,2401,0,0.0,75,1913,488
20,2421,0,0.0,76,1928,493
13,2434,0,0.0,77,1938,496
25,2459,0,0.0,78,1958,501
24,2483,0,0.0,79,1976,507
100,2583,0,0.0,80,2057,526
79,2662,0,0.0,81,2121,541
23,2685,0,0.0,82,2141,544
13,2698,0,0.0,83,2152,546
43,2741,0,0.0,84,2188,553
19,2760,0,0.0,85,2203,557
29,2789,0,0.0,86,2222,567
19,2808,0,0.0,87,2238,570
21,2829,0,0.0,88,2256,573
13,2842,0,0.0,89,2266,576
26,2868,0,0.0,90,2285,583
38,2906,0,0.0,91,2311,595
69,2975,0,0.0,92,2369,606
40,3015,0,0.0,93,2402,613
22,3037,0,0.0,94,2418,619
12,3049,0,0.0,95,2427,622
62,3111,0,0.0,96,2477,634
20,3131,0,0.0,97,2496,635
83,3214,0,0.0,98,2561,653
32,3246,0,0.0,99,2587,659
19,3265,0,0.0,100,2605,660
63,3328,0,0.0,101,2656,672
43,3371,0,0.0,102,2689,682
34,3405,0,0.0,103,2716,689
26,3431,0,0.0,104,2733,698
37,3468,0,0.0,105,2758,710
8,3476,0,0.0,106,2763,713
91,3567,0,0.0,107,2833,734
27,3594,0,0.0,108,2852,742
15,3609,0,0.0,109,2863,746
20,3629,0,0.0,110,2877,752
45,3674,0,0.0,111,2914,760
12,3686,0,0.0,112,2924,762
39,3725,0,0.0,113,2961,764
19,3744,0,0.0,114,2978,766
15,3759,0,0.0,115,2991,768
23,3782,0,0.0,116,3008,774
55,3837,0,0.0,117,3052,785
55,3892,0,0.0,118,3099,793
17,3909,0,0.0,119,3111,798
23,3932,0,0.0,120,3132,800
28,3960,0,0.0,121,3152,808
65,4025,0,0.0,122,3206,819
69,4094,0,0.0,123,3261,833
26,4120,0,0.0,124,3283,837
14,4134,0,0.0,125,3293,841
24,4158,0,0.0,126,3314,844
37,4195,0,0.0,127,3340,855
44,4239,0,0.0,128,3370,869
54,4293,0,0.0,129,3407,886
26,4319,0,0.0,130,3425,894
36,4355,0,0.0,131,3458,897
10,4365,0,0.0,132,3466,899
32,4397,0,0.0,133,3487,910
28,4425,0,0.0,134,3510,915
8,4433,0,0.0,135,3515,918
6,4439,0,0.0,136,3519,920
52,4491,0,0.0,137,3568,923
34,4525,0,0.0,138,3590,935
21,4546,0,0.0,139,3606,940
17,4563,0,0.0,140,3620,943
35,4598,0,0.0,141,3649,949
71,4669,0,0.0,142,3705,964
27,4696,0,0.0,143,3727,969
72,4768,0,0.0,144,3787,981
29,4797,0,0.0,145,3811,986
31,4828,0,0.0,146,3834,994
7,4835,0,0.0,147,3838,997
22,4857,0,0.0,148,3858,999
27,4884,0,0.0,149,3881,1003
60,4944,0,0.0,150,3921,1023
38,4982,0,0.0,151,3949,1033
13,4995,0,0.0,152,3960,1035
13,5008,0,0.0,153,3968,1040
12,5020,0,0.0,154,3979,1041
36,5056,0,0.0,155,4014,1042
76,5132,0,0.0,156,4080,1052
9,5141,0,0.0,157,4088,1053
14,5155,0,0.0,158,4099,1056
27,5182,0,0.0,159,4118,1064
11,5193,0,0.0,160,4127,1066
22,5215,0,0.0,161,4146,1069
9,5224,0,0.0,162,4153,1071
10,5234,0,0.0,163,4161,1073
29,5263,0,0.0,164,4185,1078
29,5292,0,0.0,165,4204,1088
10,5302,0,0.0,166,4212,1090
35,5337,0,0.0,167,4245,1092
7,5344,0,0.0,168,4252,1092
30,5374,0,0.0,169,4276,1098
12,5386,0,0.0,170,4284,1102
72,5458,0,0.0,171,4344,1114
48,5506,0,0.0,172,4389,1117
55,5561,0,0.0,173,4433,1128
29,5590,0,0.0,174,4457,1133
32,5622,0,0.0,175,4486,1136
20,5642,0,0.0,176,4500,1142
26,5668,0,0.0,177,4523,1145
44,5712,0,0.0,178,4559,1153
39,5751,0,0.0,179,4590,1161
27,5778,0,0.0,180,4615,1163
24,5802,0,0.0,181,4634,1168
13,5815,0,0.0,182,4644,1171
17,5832,0,0.0,183,4657,1175
26,5858,0,0.0,184,4680,1178
39,5897,0,0.0,185,4715,1182
17,5914,0,0.0,186,4727,1187
7,5921,0,0.0,187,4734,1187
19,5940,0,0.0,188,4750,1190
58,5998,0,0.0,189,4798,1200
56,6054,0,0.0,190,4842,1212
42,6096,0,0.0,191,4882,1214
22,6118,0,0.0,192,4902,1216
42,6160,0,0.0,193,4933,1227
7,6167,0,0.0,194,4940,1227
53,6220,0,0.0,195,4980,1240
28,6248,0,0.0,196,5004,1244
12,6260,0,0.0,197,5015,1245
15,6275,0,0.0,198,5028,1247
7,6282,0,0.0,199,5032,1250
17,6299,0,0.0,200,5048,1251
28,6327,0,0.0,201,5075,1252
15,6342,0,0.0,202,5089,1253
76,6418,0,0.0,203,5147,1271
29,6447,0,0.0,204,5170,1277
31,6478,0,0.0,205,5199,1279
25,6503,0,0.0,206,5222,1281
10,6513,0,0.0,207,5231,1282
9,6522,0,0.0,208,5238,1284
25,6547,0,0.0,209,5256,1291
29,6576,0,0.0,210,5280,1296
41,6617,0,0.0,211,5311,1306
39,6656,0,0.0,212,5343,1313
96,6752,0,0.0,213,5418,1334
19,6771,0,0.0,214,5434,1337
19,6790,0,0.0,215,5449,1341
48,6838,0,0.0,216,5491,1347
17,6855,0,0.0,217,5505,1350
24,6879,0,0.0,218,5523,1356
59,6938,0,0.0,219,5572,1366
13,6951,0,0.0,220,5582,1369
19,6970,0,0.0,221,5597,1373
23,6993,0,0.0,222,5618,1375
11,7004,0,0.0,223,5627,1377
15,7019,0,0.0,224,5637,1382
15,7034,0,0.0,225,5649,1385
25,7059,0,0.0,226,5667,1392
81,7140,0,0.0,227,5730,1410
10,7150,0,0.0,228,5740,1410
67,7217,0,0.0,229,5796,1421
23,7240,0,0.0,230,5813,1427
86,7326,0,0.0,231,5880,1446
27,7353,0,0.0,232,5904,1449
8,7361,0,0.0,233,5910,1451
23,7384,0,0.0,234,5930,1454
49,7433,0,0.0,235,5964,1469
54,7487,0,0.0,236,6003,1484
28,7515,0,0.0,237,6024,1491
53,7568,0,0.0,238,6067,1501
25,7593,0,0.0,239,6087,1506
24,7617,0,0.0,240,6108,1509
27,7644,0,0.0,241,6130,1514
31,7675,0,0.0,242,6154,1521
47,7722,0,0.0,243,6192,1530
14,7736,0,0.0,244,6204,1532
15,7751,0,0.0,245,6215,1536
31,7782,0,0.0,246,6239,1543
11,7793,0,0.0,247,6248,1545
27,7820,0,0.0,248,6270,1550
18,7838,0,0.0,249,6283,1555
17,7855,0,0.0,250,6293,1562
17,7872,0,0.0,251,6306,1566
21,7893,0,0.0,252,6325,1568
65,7958,0,0.0,253,6377,1581
28,7986,0,0.0,254,6399,1587
6,7992,0,0.0,255,6403,1589
18,8010,0,0.0,256,6418,1592
21,8031,0,0.0,257,6437,1594
34,8065,0,0.0,258,6467,1598
13,8078,0,0.0,259,6477,1601
29,8107,0,0.0,260,6498,1609
29,8136,0,0.0,261,6520,1616
43,8179,0,0.0,262,6549,1630
30,8209,0,0.0,263,6572,1637
88,8297,0,0.0,264,6636,1661
19,8316,0,0.0,265,6654,1662
22,8338,0,0.0,266,6674,1664
60,8398,0,0.0,267,6724,1674
27,8425,0,0.0,268,6742,1683
100,8525,0,0.0,269,6823,1702
22,8547,0,0.0,270,6839,1708
27,8574,0,0.0,271,6858,1716
100,8674,0,0.0,272,6938,1736
16,8690,0,0.0,273,6951,1739
30,8720,0,0.0,274,6976,1744
11,8731,0,0.0,275,6985,1746
22,8753,0,0.0,276,7002,1751
6,8759,0,0.0,277,7007,1752
29,8788,0,0.0,278,7031,1757
28,8816,0,0.0,279,7053,1763
19,8835,0,0.0,280,7068,1767
30,8865,0,0.0,281,7093,1772
56,8921,0,0.0,282,7141,1780
73,8994,0,0.0,283,7198,1796
96,9090,0,0.0,284,7270,1820
57,9147,0,0.0,285,7319,1828
54,9201,0,0.0,286,7366,1835
33,9234,0,0.0,287,7391,1843
24,9258,0,0.0,288,7411,1847
74,9332,0,0.0,289,7470,1862
14,9346,0,0.0,290,7483,1863
9,9355,0,0.0,291,7491,1864
32,9387,0,0.0,292,7519,1868
38,9425,0,0.0,293,7548,1877
10,9435,0,0.0,294,7558,1877
10,9445,0,0.0,295,7564,1881
10,9455,0,0.0,296,7572,1883
91,9546,0,0.0,297,7646,1900
13,9559,0,0.0,298,7659,1900
19,9578,0,0.0,299,7675,1903
46,9624,0,0.0,300,7715,1909
51,9675,0,0.0,301,7758,1917
43,9718,0,0.0,302,7784,1934
20,9738,0,0.0,303,7799,1939
32,9770,0,0.0,304,7826,1944
16,9786,0,0.0,305,7839,1947
10,9796,0,0.0,306,7847,1949
14,9810,0,0.0,307,7860,1950
30,9840,0,0.0,308,7884,1956
13,9853,0,0.0,309,7896,1957
29,9882,0,0.0,310,7917,1965
18,9900,0,0.0,311,7931,1969
40,9940,0,0.0,312,7964,1976
48,9988,0,0.0,313,8000,1988
83,10071,0,0.0,314,8071,2000
17,10088,0,0.0,315,8086,2002
10,10098,0,0.0,316,8094,2004
9,10107,0,0.0,317,8101,2006
36,10143,0,0.0,318,8131,2012
16,10159,0,0.0,319,8146,2013
89,10248,0,0.0,320,8215,2033
15,10263,0,0.0,321,8230,2033
18,10281,0,0.0,322,8248,2033
30,10311,0,0.0,323,8270,2041
13,10324,0,0.0,324,8280,2044
37,10361,0,0.0,325,8312,2049
37,10398,0,0.0,326,8340,2058
100,10498,0,0.0,327,8417,2081
8,10506,0,0.0,328,8424,2082
63,10569,0,0.0,329,8475,2094
25,10594,0,0.0,330,8494,2100
30,10624,0,0.0,331,8516,2108
5,10629,0,0.0,332,8520,2109
6,10635,0,0.0,333,8525,2110
8,10643,0,0.0,334,8532,2111
40,10683,0,0.0,335,8569,2114
15,10698,0,0.0,336,8580,2118
22,10720,0,0.0,337,8597,2123
13,10733,0,0.0,338,8609,2124
19,10752,0,0.0,339,8623,2129
42,10794,0,0.0,340,8656,2138
14,10808,0,0.0,341,8666,2142
66,10874,0,0.0,342,8722,2152
15,10889,0,0.0,343,8736,2153
14,10903,0,0.0,344,8745,2158
24,10927,0,0.0,345,8767,2160
19,10946,0,0.0,346,8781,2165
66,11012,1,1.0,347,8839,2173
18,11030,1,0.0,348,8844,2186
30,11060,1,0.0,349,8849,2211
32,11092,1,0.0,350,8852,2240
100,11192,1,0.0,351,8859,2333
20,11212,1,0.0,352,8860,2352
