iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
7,6,0,-106,1,7,0,1.0
17,22,0,-116,2,24,0,0.9901493354116764
1,22,0,-100,3,25,0,0.9803966865736877
1,22,0,-100,4,26,0,0.970741078213023
2,23,0,-101,5,28,0,0.9611815447608
6,28,0,-105,6,34,0,0.9517171302557069
6,33,0,-105,7,40,0,0.9423468882484062
2,34,0,-101,8,42,0,0.9330698817068888
2,35,0,-101,9,44,0,0.9238851829227694
30,64,0,-129,10,71,3,0.9147918734185159
14,77,0,-113,11,84,4,0.9057890438555999
9,85,0,-108,12,92,5,0.896875793943563
1,85,0,-100,13,93,5,0.888051232349986
5,89,0,-104,14,98,5,0.8793144766113556
10,98,0,-109,15,108,5,0.8706646530448178
6,103,0,-105,16,112,7,0.8621008966608072
11,113,0,-110,17,120,10,0.8536223510765493
3,115,0,-102,18,123,10,0.8452281684304199
17,131,0,-116,19,137,13,0.8369175092971592
3,133,0,-102,20,140,13,0.8286895426039287
14,146,0,-113,21,151,16,0.820543445547202
3,148,0,-102,22,154,16,0.8124784035104852
5,152,0,-104,23,158,17,0.8044936099828537
2,153,0,-101,24,160,17,0.7965882664783007
4,156,0,-103,25,164,17,0.7887615824558879
43,198,0,-142,26,201,23,0.7810127752406908
1,198,0,-100,27,202,23,0.7733410699455306
26,223,0,-125,28,221,30,0.7657456993934846
3,225,0,-102,29,223,31,0.7582259040411682
25,249,0,-124,30,242,37,0.7507809319027796
93,341,0,-192,31,311,61,0.7434100384749007
2,342,0,-101,32,313,61,0.7361124866620463
1,342,0,-100,33,314,61,0.7288875467029541
84,426,1,-84,34,373,86,0.7217344960976069
13,438,1,-112,35,381,91,0.7146526195349836
36,473,1,-135,36,410,98,0.7076412088215263
8,480,1,-107,37,417,99,0.7006995628103208
5,484,1,-104,38,420,101,0.6938269873309811
27,510,1,-126,39,434,114,0.6870227951202322
1,510,1,-100,40,435,114,0.680286305753183
13,522,1,-112,41,442,120,0.6736168455752829
3,524,1,-102,42,445,120,0.6670137476349562
32,555,1,-131,43,458,139,0.6604763516169062
6,560,1,-105,44,462,141,0.6540040037760834
35,594,1,-134,45,485,153,0.64759605687231
9,602,1,-108,46,491,156,0.6412518701055556
1,602,1,-100,47,492,156,0.6349708090518567
1,602,1,-100,48,493,156,0.6287522455998737
8,609,1,-107,49,498,159,0.6225955578880794
21,629,1,-120,50,513,165,0.616500130242572
18,646,1,-117,51,522,174,0.6104653531155071
1,646,1,-100,52,523,174,0.6044906230241432
57,702,1,-156,53,559,195,0.5985753424904925
11,712,1,-110,54,566,199,0.5927189199815717
1,712,1,-100,55,567,199,0.5869207698502498
1,712,1,-100,56,568,199,0.5811803122766818
11,722,1,-110,57,575,203,0.5754969732103268
7,728,1,-106,58,579,206,0.5698701843125418
6,733,1,-105,59,582,209,0.564299382899748
26,758,1,-125,60,598,219,0.558784011887162
23,780,1,-122,61,609,231,0.5533235197330862
1,780,1,-100,62,610,231,0.5479173603837548
15,794,1,-114,63,620,236,0.5425649932187278
8,801,1,-107,64,622,242,0.5372658829968282
9,809,1,-108,65,628,245,0.5320194998026181
3,811,1,-102,66,630,246,0.5268253189934059
1,811,1,-100,67,631,246,0.5216828211467822
35,845,1,-134,68,649,263,0.516591492008677
23,867,1,-122,69,662,273,0.5115508224419336
110,976,1,-209,70,722,323,0.5065603083753949
41,1017,2,-41,71,745,341,0.5016194507534953
23,1039,2,-122,72,753,356,0.49672775548635545
37,1075,2,-136,73,775,371,0.491884733400372
9,1083,2,-108,74,781,374,0.48708990018930043
